row_index,time,injection_ec,net_flow,tl_interval_flow,tl_bottom_flow,tl_collar_flow,tl_interval_ec,tl_bottom_ec,tl_interval_pressure,tl_bottom_pressure,tl_packer_pressure,tl_tec_int_u,tl_tec_int_l,tl_tec_bot_u,tl_tec_bot_l,tn_interval_flow,tn_bottom_flow,tn_collar_flow,tn_interval_ec,tn_bottom_ec,tn_interval_pressure,tn_bottom_pressure,tn_packer_pressure,tn_tec_int_u,tn_tec_int_l,tn_tec_bot_u,tn_tec_bot_l,tc_interval_flow,tc_bottom_flow,tc_collar_flow,tc_interval_ec,tc_bottom_ec,tc_interval_pressure,tc_bottom_pressure,injection_pressure,tc_packer_pressure,tc_tec_int_u,tc_tec_int_l,tc_tec_bot_u,tc_tec_bot_l,tu_interval_flow,tu_bottom_flow,tu_collar_flow,tu_interval_ec,tu_bottom_ec,tu_interval_pressure,tu_bottom_pressure,pt_403,tu_packer_pressure,tu_tec_int_u,tu_tec_int_l,tu_tec_bot_u,tu_tec_bot_l,ts_interval_flow,ts_bottom_flow,ts_collar_flow,ts_interval_ec,ts_bottom_ec,ts_interval_pressure,ts_bottom_pressure,pt_503,pt_504,ts_packer_pressure,tl_packer_center_depth,tn_packer_center_depth,tc_packer_center_depth,ts_packer_center_depth
322,2024-12-23 21:00:00,0.809369,0.629414,0.516686,0.606707,0.997368,1.0,0.197391,0.00049,0.229913,0.353194,0.014633,0.003882,0.008023,0.005181,0.495456,0.958126,0.002488,0.73024,0.383947,0.002039,0.641245,0.25336,0.746006,0.773384,0.878025,0.855753,0.007813,0.72472,0.899634,0.798687,0.974588,0.892945,0.09308,0.892873,0.899522,0.927088,0.979503,0.983797,0.669011,0.055959,0.701377,0.206848,0.999118,1.0,0.680632,0.000381,0.6814,0.597902,0.206875,0.28571,0.210344,0.487267,0.536496,0.419447,0.050575,0.031522,0.085063,0.00113,0.026036,0.000729,0.149963,0.057277,1.0,0.0,0.0,0.0
323,2024-12-23 22:00:00,0.855267,0.629467,0.480565,0.675474,0.983003,1.0,0.197457,0.000501,0.229104,0.353047,0.014713,0.003924,0.00799,0.005151,0.494971,0.96543,0.002567,0.731204,0.387143,0.002042,0.638506,0.249443,0.746956,0.774812,0.878628,0.85546,0.007145,0.722305,0.890866,0.796588,0.974704,0.891986,0.089658,0.892014,0.898529,0.928039,0.979809,0.984139,0.675662,0.070642,0.792446,0.193587,0.999084,1.0,0.680609,0.00033,0.681221,0.597226,0.087898,0.144029,0.092411,0.374408,0.473844,0.400325,0.04879,0.032541,0.085155,0.001132,0.026066,0.000724,0.135532,0.056347,1.0,0.0,0.0,0.0
324,2024-12-23 23:00:00,0.806515,0.629397,0.454653,0.666667,0.97986,1.0,0.197311,0.000617,0.229035,0.353186,0.014656,0.003937,0.008005,0.005168,0.495402,0.969076,0.002955,0.730739,0.379291,0.002034,0.641907,0.251447,0.748833,0.776677,0.882245,0.861604,0.007917,0.727204,0.897961,0.801604,0.974349,0.893068,0.093253,0.893064,0.899759,0.928895,0.979852,0.984467,0.67608,0.04255,0.711966,0.18,0.999064,1.0,0.680675,0.000336,0.681256,0.596928,0.20573,0.286399,0.210528,0.487626,0.402676,0.334011,0.046249,0.032248,0.084848,0.001133,0.025913,0.000754,0.15471,0.057149,1.0,0.0,0.0,0.0
325,2024-12-24 00:00:00,1.0,0.630609,0.51119,0.761856,0.979447,1.0,0.194469,0.000639,0.225963,0.353523,0.014386,0.00391,0.00799,0.004865,0.495628,0.973682,0.000325,0.7258,0.37499,0.002043,0.633729,0.250555,0.749417,0.777147,0.882987,0.861709,0.008312,0.726817,0.963978,0.749705,0.973973,0.893411,0.095102,0.892601,0.900161,0.927886,0.980296,0.985188,0.677066,0.05978,0.561948,0.032935,0.999264,1.0,0.680693,0.000182,0.680234,0.596815,0.278357,0.379645,0.289427,0.557324,0.389903,0.322213,0.0,0.020937,0.078431,0.001138,0.025669,0.0,0.0,0.057132,1.0,0.0,0.0,0.0
326,2024-12-24 00:00:00,0.861789,0.629461,0.387122,0.696477,0.983867,1.0,0.197953,0.000629,0.228672,0.353358,0.012108,0.002472,0.005569,0.002881,0.495449,0.921696,0.002773,0.730135,0.374291,0.002046,0.633752,0.252892,0.747557,0.776408,0.880831,0.860794,0.007232,0.73019,0.892452,0.806655,0.973666,0.893723,0.092733,0.893705,0.90013,0.926938,0.978267,0.982812,0.674484,0.044048,0.594776,0.216957,0.999059,1.0,0.680752,0.000308,0.681317,0.596569,0.128392,0.192761,0.131651,0.413951,0.505474,0.3393,0.045808,0.032337,0.085381,0.001126,0.025533,0.000758,0.143457,0.057205,1.0,0.0,0.0,0.0
327,2024-12-24 01:00:00,0.833426,0.629465,0.477424,0.624661,0.963726,1.0,0.197016,0.00063,0.229903,0.353639,0.012174,0.002497,0.005605,0.0029,0.495731,0.915957,0.002766,0.728194,0.373849,0.002056,0.640409,0.257303,0.748577,0.778213,0.882823,0.865185,0.008155,0.727227,0.894096,0.800659,0.973877,0.893692,0.093425,0.893621,0.90008,0.929504,0.980136,0.984682,0.676715,0.054461,0.703495,0.208913,0.999065,1.0,0.680814,0.000296,0.681437,0.596156,0.128001,0.192674,0.131997,0.415382,0.814477,0.402766,0.039717,0.032584,0.084767,0.001137,0.025576,0.000805,0.159099,0.057623,1.0,0.0,0.0,0.0
328,2024-12-24 02:00:00,0.801065,0.629451,0.481743,0.702913,0.980577,1.0,0.197236,0.00057,0.23009,0.353963,0.014814,0.003935,0.008184,0.005155,0.512668,0.851505,0.002912,0.726037,0.379472,0.002129,0.635992,0.253733,0.745546,0.783146,0.878266,0.856369,0.00844,0.728207,0.886915,0.80242,0.975025,0.895657,0.096061,0.895721,0.901731,0.92814,0.978837,0.98336,0.673031,0.070717,0.625838,0.225978,0.999095,1.0,0.681135,0.000243,0.681873,0.596132,0.165309,0.239759,0.171839,0.450918,0.869221,0.418226,0.030097,0.032537,0.085595,0.001131,0.025397,0.000834,0.197765,0.058369,1.0,0.0,0.0,0.0
329,2024-12-24 03:00:00,0.847629,0.629427,0.468002,0.685637,0.983257,1.0,0.197669,0.000554,0.228778,0.354313,0.014871,0.003963,0.008222,0.005157,0.5216,0.854739,0.002433,0.715675,0.384504,0.002133,0.639572,0.256157,0.748159,0.790019,0.882068,0.859347,0.009439,0.729096,0.879099,0.801815,0.974938,0.896184,0.098201,0.896146,0.902876,0.929956,0.980209,0.984733,0.677523,0.057308,0.59407,0.220217,0.999063,1.0,0.68262,0.000231,0.683311,0.596949,0.20516,0.285265,0.210143,0.489812,0.723844,0.318145,0.046795,0.033126,0.084632,0.001111,0.025502,0.00069,0.135746,0.058255,1.0,0.0,0.0,0.0
330,2024-12-24 04:00:00,0.838128,0.62941,0.431095,0.607046,0.973563,1.0,0.197257,0.000554,0.227376,0.354769,0.012158,0.002477,0.005587,0.002875,0.522321,0.864666,0.002466,0.711615,0.386123,0.002135,0.638089,0.260193,0.748947,0.792107,0.88414,0.862553,0.008365,0.73787,0.893231,0.801726,0.974714,0.896118,0.099579,0.896037,0.902687,0.930314,0.980617,0.985147,0.676149,0.074987,0.661843,0.231196,0.999088,1.0,0.683935,0.000355,0.684579,0.597575,0.164918,0.236763,0.169716,0.451552,0.712895,0.466233,0.036335,0.033829,0.084515,0.001115,0.026067,0.00072,0.124869,0.05683,1.0,0.0,0.0,0.0
331,2024-12-24 05:00:00,0.852533,0.629421,0.384766,0.556911,0.963774,1.0,0.197185,0.000641,0.227765,0.355349,0.012075,0.002482,0.00552,0.002762,0.523643,0.871476,0.002202,0.710489,0.383641,0.002172,0.637559,0.262362,0.750011,0.793296,0.886211,0.865318,0.008126,0.736252,0.88977,0.801519,0.974426,0.897381,0.102261,0.897462,0.90377,0.930897,0.980936,0.985486,0.679081,0.070118,0.717261,0.213261,0.999106,1.0,0.684907,0.00034,0.685738,0.598046,0.160241,0.232869,0.165485,0.447444,0.720803,0.445077,0.035327,0.032184,0.084531,0.001121,0.025608,0.000881,0.190841,0.057048,1.0,0.0,0.0,0.0
332,2024-12-24 06:00:00,0.80165,0.629511,0.343541,0.656165,0.936819,1.0,0.197184,0.000624,0.226841,0.355791,0.014767,0.004005,0.008176,0.005217,0.533628,0.895695,0.003086,0.704496,0.378738,0.002268,0.644633,0.262617,0.754257,0.798229,0.893907,0.875422,0.007499,0.743727,0.906556,0.803796,0.974147,0.897537,0.10031,0.897523,0.9043,0.933406,0.981444,0.986047,0.682882,0.075511,0.699259,0.25587,0.999103,1.0,0.686011,0.000236,0.686719,0.598663,0.238316,0.328706,0.247199,0.523119,0.702555,0.439788,0.047656,0.032087,0.084471,0.00112,0.025626,0.000764,0.126062,0.056832,1.0,0.0,0.0,0.0
333,2024-12-24 07:00:00,0.840971,0.629474,0.413035,0.631775,0.924912,1.0,0.197389,0.000594,0.224048,0.356025,0.014784,0.004028,0.008138,0.005191,0.529623,0.876402,0.002793,0.700395,0.375067,0.002306,0.634066,0.258449,0.754597,0.799212,0.893033,0.872936,0.007516,0.740719,0.893029,0.802484,0.974121,0.89635,0.099151,0.89641,0.903138,0.935445,0.981879,0.98658,0.682426,0.039329,0.792446,0.251957,0.999178,1.0,0.687086,0.000299,0.688051,0.599313,0.27373,0.374374,0.285364,0.557752,0.65146,0.378356,0.042972,0.031828,0.085165,0.001134,0.024983,0.000854,0.169836,0.056473,1.0,0.0,0.0,0.0
334,2024-12-24 08:00:00,0.829815,0.629442,0.376521,0.607046,0.905228,1.0,0.197636,0.000552,0.224967,0.356825,0.014904,0.004066,0.008271,0.005262,0.507877,0.781043,0.002331,0.713003,0.376711,0.002333,0.622645,0.249309,0.748254,0.791203,0.881605,0.860008,0.006796,0.742793,0.888184,0.798043,0.974428,0.891855,0.10408,0.891851,0.899174,0.935644,0.981896,0.986541,0.681282,0.061053,0.754324,0.217174,0.999181,1.0,0.687327,0.000344,0.688459,0.603552,0.27553,0.376439,0.291936,0.564601,0.773723,0.392596,0.036461,0.033614,0.084984,0.001119,0.025081,0.000898,0.120252,0.056816,1.0,0.0,0.0,0.0
335,2024-12-24 09:00:00,0.836606,0.629501,0.266588,0.704607,0.890176,1.0,0.197371,0.000543,0.225604,0.357387,0.014876,0.004129,0.008262,0.005263,0.505437,0.789532,0.002195,0.718835,0.386474,0.002403,0.625954,0.248099,0.746931,0.789777,0.879468,0.856616,0.008295,0.739078,0.894961,0.796577,0.975404,0.891133,0.107015,0.891138,0.898343,0.935424,0.982119,0.986727,0.682018,0.053637,0.703495,0.216087,0.999154,1.0,0.686559,0.000457,0.687773,0.605627,0.275044,0.374968,0.289935,0.561913,0.739051,0.360456,0.045451,0.033362,0.08513,0.001117,0.025254,0.000918,0.123642,0.056095,1.0,0.0,0.0,0.0
336,2024-12-24 10:00:00,0.833756,0.629416,0.292894,0.720867,0.897658,1.0,0.19733,0.000554,0.22507,0.358144,0.014835,0.004075,0.008279,0.00525,0.503965,0.799271,0.002418,0.724205,0.400405,0.002486,0.630744,0.250693,0.748129,0.7888,0.88264,0.863267,0.008103,0.738007,0.893231,0.805783,0.974932,0.891206,0.107319,0.891239,0.898275,0.935555,0.982108,0.986623,0.681648,0.066147,0.616308,0.276522,0.999141,1.0,0.68606,0.00058,0.687284,0.604704,0.19413,0.277484,0.204135,0.483703,0.828467,0.219691,0.044443,0.033604,0.084594,0.001097,0.025319,0.000818,0.059677,0.055788,1.0,0.0,0.0,0.0
337,2024-12-24 11:00:00,0.853519,0.629485,0.325088,0.665989,0.912268,1.0,0.197437,0.000572,0.224267,0.359168,0.014898,0.004123,0.008327,0.005119,0.503767,0.795314,0.002384,0.729577,0.400767,0.002514,0.631745,0.252495,0.748298,0.788935,0.883049,0.864498,0.008167,0.727979,0.891789,0.804876,0.974983,0.891005,0.105024,0.891044,0.897907,0.935851,0.981817,0.986227,0.689677,0.062327,0.63078,0.238913,0.999202,1.0,0.686186,0.000522,0.687345,0.604327,0.273798,0.37324,0.281852,0.557779,0.794404,0.305126,0.043707,0.031953,0.085063,0.001123,0.025721,0.000782,0.067048,0.055921,1.0,0.0,0.0,0.0
338,2024-12-24 12:00:00,0.841212,0.629438,0.351001,0.681572,0.913753,1.0,0.197336,0.00054,0.223337,0.359975,0.014955,0.004157,0.008435,0.005235,0.502612,0.791975,0.003334,0.728242,0.401862,0.00252,0.637769,0.252059,0.747198,0.789011,0.881203,0.861116,0.007383,0.720436,0.897096,0.804517,0.974582,0.892062,0.104437,0.891985,0.898357,0.935175,0.981821,0.986117,0.69071,0.041876,0.6509,0.238587,0.999131,1.0,0.686427,0.000449,0.687407,0.603944,0.195359,0.279218,0.203209,0.483396,0.717762,0.421481,0.047068,0.033024,0.084699,0.001111,0.025713,0.00081,0.072797,0.056799,1.0,0.0,0.0,0.0
339,2024-12-24 13:00:00,0.841964,0.629466,0.386337,0.744919,0.910142,1.0,0.197538,0.000556,0.224971,0.360716,0.012417,0.002809,0.005917,0.002984,0.496174,0.783533,0.002708,0.729424,0.406952,0.002518,0.633331,0.247096,0.746235,0.787667,0.879363,0.857952,0.006285,0.727911,0.901739,0.799126,0.974105,0.892367,0.104344,0.89241,0.899087,0.935518,0.981413,0.985752,0.688853,0.037007,0.695376,0.207717,0.999142,1.0,0.686393,0.000403,0.687423,0.603568,0.275368,0.374023,0.282516,0.558914,0.572384,0.275834,0.044968,0.033091,0.084973,0.001124,0.025209,0.000803,0.080215,0.050409,1.0,0.0,0.0,0.0
340,2024-12-24 14:00:00,0.848771,0.629436,0.336082,0.659214,0.906473,1.0,0.197747,0.000533,0.225925,0.361654,0.015174,0.004261,0.008591,0.005379,0.496368,0.788895,0.002315,0.728611,0.409793,0.00249,0.636471,0.250417,0.746434,0.78705,0.880899,0.861651,0.006523,0.722988,0.89698,0.803608,0.974516,0.893471,0.103145,0.893452,0.899716,0.935941,0.981386,0.98566,0.690714,0.024796,0.688669,0.222935,0.99911,1.0,0.686503,0.000378,0.687421,0.603427,0.196683,0.278901,0.203817,0.485662,0.456204,0.231896,0.044569,0.034223,0.084677,0.001113,0.025279,0.000809,0.103353,0.051171,1.0,0.0,0.0,0.0
341,2024-12-24 15:00:00,0.696079,0.474272,0.0,0.0,0.803046,0.994813,0.195119,0.0,0.0,0.356152,0.0,0.0,0.0,0.0,0.360622,0.554168,0.000157,0.721827,0.403267,0.215796,1.0,0.388998,0.72385,0.775488,0.840525,0.849965,0.0,0.152624,0.855738,0.780714,0.970247,0.841144,0.203314,0.847478,0.855478,0.891194,0.961461,0.880891,0.68722,0.0,0.0,0.096848,0.99167,0.992054,0.679764,0.0,0.687639,0.593335,0.0,0.0,0.0,0.0,0.0,0.0,0.030602,0.027152,0.079989,0.0,0.0,0.000858,0.089169,0.049811,1.0,0.0,0.0,0.0
342,2024-12-24 16:00:00,0.862108,0.600469,0.582254,0.64126,0.58771,1.0,0.197541,0.00068,0.218447,0.363959,0.015512,0.004401,0.008929,0.005518,0.493407,0.667556,0.00253,0.726835,0.46208,0.084861,1.0,0.192223,0.719021,0.79458,0.828835,0.760075,0.007017,0.941726,0.90096,0.806582,0.975003,0.881182,0.412152,0.881374,0.887445,0.861603,0.886739,0.871465,0.708138,0.428422,0.61772,0.222391,0.998229,1.0,0.66098,0.000287,0.661663,0.577325,0.24857,0.495343,0.288653,0.50749,0.452555,0.419854,0.034634,0.03122,0.084993,0.001131,0.025356,0.000768,0.114331,0.052013,1.0,0.0,0.0,0.0
343,2024-12-24 17:00:00,0.839683,0.629454,0.345505,0.650068,0.780802,1.0,0.197303,0.000512,0.21884,0.365316,0.01511,0.004255,0.008674,0.005385,0.515485,0.580426,0.002426,0.71761,0.544151,0.001514,0.485683,0.257208,0.727102,0.790681,0.839726,0.762897,0.006535,0.67889,0.900528,0.803648,0.974833,0.886252,0.075296,0.885786,0.893196,0.917177,0.977273,0.978111,0.701824,0.04667,0.653371,0.201957,0.998365,1.0,0.680435,0.000261,0.681145,0.595132,0.118932,0.264621,0.165139,0.419664,0.674574,0.255085,0.040326,0.031529,0.084753,0.001154,0.025583,0.000767,0.126682,0.052986,1.0,0.0,0.0,0.0
344,2024-12-24 18:00:00,0.829796,0.629415,0.310561,0.720528,0.770785,1.0,0.19694,0.000546,0.220247,0.366624,0.014921,0.00425,0.00853,0.005328,0.50676,0.588284,0.002545,0.723319,0.51733,0.001515,0.50524,0.25004,0.726834,0.787306,0.839679,0.764768,0.006018,0.673716,0.888847,0.80582,0.974773,0.885576,0.090276,0.885322,0.892637,0.923952,0.978906,0.979461,0.698116,0.036782,0.600424,0.184891,0.998525,1.0,0.679928,0.000361,0.680699,0.594631,0.144517,0.271221,0.178439,0.446757,0.590024,0.236778,0.049966,0.033069,0.084301,0.001159,0.026044,0.000789,0.133886,0.053296,1.0,0.0,0.0,0.0
345,2024-12-24 19:00:00,0.828664,0.629454,0.44523,0.697154,0.770857,0.999577,0.197477,0.000567,0.224063,0.36798,0.014982,0.004328,0.00865,0.005423,0.505994,0.594143,0.002007,0.723009,0.540024,0.001523,0.524061,0.251578,0.728612,0.793745,0.842656,0.770395,0.007191,0.680736,0.892712,0.813664,0.975713,0.886912,0.094975,0.886652,0.893578,0.928788,0.981443,0.981849,0.703756,0.043524,0.65796,0.226957,0.99827,1.0,0.679368,0.00039,0.680174,0.593889,0.219687,0.350889,0.247818,0.520389,0.585158,0.238812,0.03747,0.033004,0.084759,0.001149,0.025695,0.000783,0.150488,0.054099,1.0,0.0,0.0,0.0
346,2024-12-24 20:00:00,0.83963,0.629388,0.473498,0.724593,0.744708,0.998696,0.197576,0.000554,0.224438,0.369191,0.014911,0.004329,0.008554,0.005386,0.487824,0.550263,0.002476,0.732112,0.535583,0.001533,0.528881,0.246901,0.724112,0.788944,0.837437,0.764846,0.006407,0.673625,0.893721,0.80884,0.976116,0.886031,0.096928,0.885732,0.893325,0.928797,0.981012,0.981405,0.703131,0.050266,0.649488,0.219457,0.998073,1.0,0.678736,0.000385,0.679499,0.593039,0.1008,0.197013,0.122828,0.407066,0.784063,0.191619,0.027829,0.032976,0.084725,0.001154,0.025781,0.000748,0.185528,0.054197,1.0,0.0,0.0,0.0
347,2024-12-24 21:00:00,0.816217,0.629459,0.499804,0.718157,0.72472,0.99785,0.19715,0.000581,0.223488,0.370368,0.014936,0.004359,0.008631,0.00526,0.479485,0.57972,0.002547,0.740757,0.548476,0.001557,0.562164,0.256298,0.724744,0.790403,0.836821,0.762887,0.006163,0.662891,0.905431,0.807226,0.975872,0.88688,0.098632,0.886548,0.89399,0.931696,0.982414,0.982668,0.704752,0.045621,0.696788,0.229022,0.998053,1.0,0.677294,0.000432,0.678054,0.591581,0.218916,0.334409,0.237751,0.518869,0.497567,0.311229,0.044506,0.032788,0.084215,0.001128,0.025706,0.00069,0.139754,0.053001,1.0,0.0,0.0,0.0
348,2024-12-24 22:00:00,0.846379,0.629455,0.449548,0.661585,0.71907,0.996917,0.197951,0.000581,0.224418,0.371465,0.015059,0.004379,0.008689,0.005332,0.473948,0.584112,0.002071,0.743698,0.564071,0.001639,0.583367,0.248715,0.725148,0.789087,0.837176,0.764691,0.006326,0.661182,0.892971,0.813371,0.975523,0.88698,0.099688,0.886653,0.893845,0.932448,0.982394,0.982605,0.704737,0.031238,0.765619,0.205761,0.99808,1.0,0.676008,0.000361,0.676818,0.590127,0.14302,0.238281,0.158194,0.444418,0.581509,0.400325,0.046942,0.034179,0.08442,0.001158,0.02596,0.000753,0.161508,0.052664,1.0,0.0,0.0,0.0
349,2024-12-24 23:00:00,0.834126,0.629446,0.386729,0.588753,0.714075,0.995929,0.197356,0.000574,0.228156,0.372561,0.015131,0.004448,0.008723,0.005399,0.472218,0.591821,0.002776,0.748079,0.573603,0.001725,0.603065,0.259343,0.724706,0.788633,0.836383,0.764156,0.005768,0.65847,0.904739,0.807955,0.975987,0.887682,0.097087,0.887317,0.895065,0.933879,0.983331,0.983548,0.710075,0.057308,0.755736,0.228152,0.997907,1.0,0.674746,0.000293,0.675533,0.588772,0.259627,0.377397,0.274623,0.557546,0.527372,0.360456,0.046858,0.032912,0.084413,0.001165,0.025719,0.000758,0.143713,0.053278,1.0,0.0,0.0,0.0
350,2024-12-25 00:00:00,0.844829,0.630846,0.347075,0.553523,0.712075,0.994082,0.19234,0.000556,0.226669,0.373326,0.013084,0.003763,0.007773,0.003975,0.467916,0.620169,0.002104,0.750166,0.57591,0.001764,0.624473,0.2594,0.725659,0.788464,0.837902,0.769968,0.006831,0.534265,0.91218,0.802728,0.976724,0.887874,0.088296,0.887797,0.895105,0.934925,0.98389,0.984449,0.709895,0.028017,0.775856,0.423043,0.998032,1.0,0.674004,0.000378,0.675495,0.588051,0.241512,0.350227,0.259311,0.540824,0.601582,0.418633,0.060594,0.032224,0.087543,0.001138,0.026281,0.001037,0.328793,0.052785,1.0,0.0,0.0,0.0
351,2024-12-25 00:00:00,0.80142,0.629445,0.324303,0.570461,0.70993,0.99486,0.197123,0.000557,0.226368,0.373761,0.015126,0.004471,0.008777,0.00539,0.467531,0.624694,0.001387,0.749096,0.572095,0.001764,0.631355,0.256602,0.725719,0.78739,0.838549,0.77159,0.006465,0.640648,0.900239,0.813084,0.976621,0.887431,0.089841,0.887154,0.894647,0.933515,0.982748,0.982951,0.709214,0.047569,0.755383,0.17,0.997912,1.0,0.673585,0.000237,0.674447,0.58745,0.259745,0.373578,0.27299,0.555001,0.529197,0.350692,0.048349,0.032522,0.084938,0.001151,0.025908,0.000759,0.135392,0.053002,1.0,0.0,0.0,0.0
352,2024-12-25 01:00:00,0.855766,0.629464,0.376129,0.567412,0.692916,0.993953,0.197745,0.000527,0.22691,0.375002,0.015172,0.004459,0.008808,0.005425,0.456887,0.625306,0.002069,0.756446,0.569754,0.001722,0.622313,0.246177,0.726364,0.782473,0.840151,0.777497,0.005814,0.631623,0.899576,0.813104,0.976229,0.887595,0.091601,0.887309,0.894523,0.93475,0.983346,0.983403,0.707293,0.053188,0.783269,0.219891,0.997893,1.0,0.672455,0.000224,0.673324,0.586233,0.140578,0.230041,0.15315,0.443557,0.352798,0.400732,0.04984,0.032364,0.084883,0.001168,0.025943,0.000712,0.102423,0.05368,1.0,0.0,0.0,0.0
353,2024-12-25 02:00:00,0.837955,0.629474,0.396152,0.561653,0.695206,0.993218,0.197466,0.000586,0.230543,0.375813,0.01513,0.004431,0.008748,0.005381,0.453215,0.641979,0.003289,0.759443,0.570148,0.001719,0.628805,0.250252,0.72672,0.779793,0.840492,0.779182,0.00715,0.624057,0.906988,0.816975,0.975872,0.887551,0.09277,0.887368,0.894375,0.934806,0.983054,0.983157,0.71201,0.060079,0.858807,0.264783,0.99825,1.0,0.670972,0.000327,0.672118,0.584613,0.218894,0.321363,0.228939,0.516392,0.305353,0.486981,0.040998,0.033574,0.084065,0.001172,0.025959,0.000804,0.143475,0.05382,1.0,0.0,0.0,0.0
354,2024-12-25 03:00:00,0.819171,0.629398,0.370239,0.575881,0.706327,0.992487,0.197645,0.000625,0.231028,0.376905,0.015161,0.004425,0.008784,0.005291,0.453332,0.661624,0.002173,0.760203,0.574027,0.001739,0.631313,0.257132,0.727451,0.778428,0.841468,0.781507,0.006715,0.629549,0.897961,0.81554,0.976947,0.887561,0.095524,0.88723,0.89477,0.936065,0.98474,0.9848,0.712527,0.037831,0.814331,0.247935,0.998945,1.0,0.669637,0.000336,0.670811,0.583062,0.257001,0.365952,0.267098,0.553343,0.312652,0.300651,0.049189,0.033182,0.083852,0.00118,0.026654,0.000818,0.14784,0.053917,1.0,0.0,0.0,0.0
355,2024-12-25 04:00:00,0.850049,0.629405,0.23832,0.54065,0.71895,0.991691,0.197579,0.00065,0.232312,0.377921,0.015159,0.004375,0.008667,0.00525,0.448626,0.673648,0.001949,0.760644,0.581659,0.001746,0.63495,0.252941,0.727433,0.776733,0.841855,0.783998,0.006552,0.627498,0.896836,0.813922,0.977005,0.887226,0.096675,0.886899,0.894194,0.936084,0.984285,0.984374,0.712217,0.035808,0.835157,0.238804,0.999308,1.0,0.668668,0.000311,0.669678,0.581844,0.216022,0.315951,0.226693,0.514592,0.288929,0.39463,0.037133,0.033453,0.084785,0.00116,0.02644,0.000709,0.126419,0.052532,1.0,0.0,0.0,0.0
356,2024-12-25 05:00:00,0.84364,0.629507,0.370632,0.617547,0.734294,0.990917,0.197081,0.000612,0.235047,0.379048,0.015054,0.004442,0.008702,0.005165,0.448431,0.668086,0.001325,0.761919,0.584861,0.001721,0.632123,0.258164,0.727403,0.777348,0.840793,0.78091,0.005919,0.630028,0.898192,0.808401,0.976726,0.888252,0.095164,0.887978,0.895236,0.936654,0.984405,0.984422,0.715453,0.021275,0.863396,0.240217,0.999376,1.0,0.667619,0.000369,0.668715,0.580536,0.214385,0.314574,0.225171,0.512733,0.394161,0.382832,0.03161,0.032709,0.084758,0.001184,0.026609,0.000795,0.142139,0.053915,1.0,0.0,0.0,0.0
357,2024-12-25 06:00:00,0.830614,0.629432,0.440518,0.491192,0.738022,0.990169,0.197597,0.00062,0.235704,0.377189,0.015157,0.004421,0.008792,0.00506,0.447426,0.683893,0.002391,0.759388,0.57211,0.001727,0.635207,0.264319,0.7278,0.778284,0.840952,0.78097,0.006912,0.627544,0.896115,0.822631,0.976819,0.889454,0.09908,0.889016,0.89588,0.937212,0.984345,0.984249,0.713478,0.03798,0.777974,0.221848,0.999347,1.0,0.666713,0.000266,0.667633,0.579363,0.174394,0.266126,0.185752,0.475355,0.423966,0.434093,0.044359,0.032477,0.084654,0.001172,0.026734,0.000612,0.079674,0.053696,1.0,0.0,0.0,0.0
358,2024-12-25 07:00:00,0.815417,0.629375,0.420102,0.535908,0.729588,0.989341,0.19714,0.000645,0.236761,0.375246,0.015243,0.004454,0.008779,0.004961,0.458354,0.702285,0.002493,0.75361,0.557949,0.00175,0.636357,0.262665,0.72939,0.778798,0.84276,0.781113,0.00535,0.635794,0.897269,0.818896,0.97727,0.891556,0.100063,0.891202,0.898174,0.936568,0.983473,0.98345,0.718342,0.03813,0.714084,0.234022,0.999377,1.0,0.666064,0.000717,0.667161,0.578497,0.216072,0.315735,0.227005,0.51314,0.456813,0.35476,0.037575,0.033164,0.084573,0.001186,0.026255,0.000758,0.108911,0.047857,1.0,0.0,0.0,0.0
359,2024-12-25 08:00:00,0.851704,0.629513,0.41225,0.62229,0.743734,0.988619,0.197174,0.000762,0.239594,0.376608,0.015202,0.004486,0.008763,0.005111,0.462106,0.664868,0.002651,0.742178,0.527321,0.001757,0.62919,0.252476,0.728655,0.777806,0.842625,0.779309,0.005977,0.631578,0.893548,0.808772,0.976827,0.890724,0.09802,0.890281,0.897978,0.937205,0.984519,0.984493,0.71733,0.034085,0.689375,0.299783,0.999362,1.0,0.666169,0.000892,0.667152,0.578038,0.214748,0.314007,0.226849,0.512923,0.505474,0.450366,0.039297,0.032996,0.085009,0.001184,0.026599,0.000704,0.089065,0.023373,1.0,0.0,0.0,0.0
360,2024-12-25 09:00:00,0.849395,0.629444,0.351786,0.643631,0.750965,0.987775,0.197206,0.000786,0.241779,0.378052,0.012749,0.003208,0.006298,0.002957,0.458576,0.654321,0.002337,0.745857,0.539921,0.001735,0.62894,0.247448,0.726661,0.777576,0.840413,0.775809,0.005646,0.643109,0.903671,0.809576,0.977597,0.891344,0.097832,0.890959,0.898115,0.935166,0.98268,0.982704,0.711813,0.03828,0.775503,0.196087,0.9993,1.0,0.666102,0.000904,0.667127,0.577403,0.099912,0.175471,0.110961,0.403745,0.496959,0.382425,0.034277,0.031892,0.084374,0.001186,0.026492,0.000901,0.175558,0.022588,1.0,0.0,0.0,0.0
