row_index,time,injection_ec,net_flow,tl_interval_flow,tl_bottom_flow,tl_collar_flow,tl_interval_ec,tl_bottom_ec,tl_interval_pressure,tl_bottom_pressure,tl_packer_pressure,tl_tec_int_u,tl_tec_int_l,tl_tec_bot_u,tl_tec_bot_l,tn_interval_flow,tn_bottom_flow,tn_collar_flow,tn_interval_ec,tn_bottom_ec,tn_interval_pressure,tn_bottom_pressure,tn_packer_pressure,tn_tec_int_u,tn_tec_int_l,tn_tec_bot_u,tn_tec_bot_l,tc_interval_flow,tc_bottom_flow,tc_collar_flow,tc_interval_ec,tc_bottom_ec,tc_interval_pressure,tc_bottom_pressure,injection_pressure,tc_packer_pressure,tc_tec_int_u,tc_tec_int_l,tc_tec_bot_u,tc_tec_bot_l,tu_interval_flow,tu_bottom_flow,tu_collar_flow,tu_interval_ec,tu_bottom_ec,tu_interval_pressure,tu_bottom_pressure,pt_403,tu_packer_pressure,tu_tec_int_u,tu_tec_int_l,tu_tec_bot_u,tu_tec_bot_l,ts_interval_flow,ts_bottom_flow,ts_collar_flow,ts_interval_ec,ts_bottom_ec,ts_interval_pressure,ts_bottom_pressure,pt_503,pt_504,ts_packer_pressure,tl_packer_center_depth,tn_packer_center_depth,tc_packer_center_depth,ts_packer_center_depth
717,2025-01-08 16:00:00,369.232158,2.499897,0.006594,0.001814,0.335941,2069.848,449.478911,4.676308,30.182477,1029.649799,25.993248,26.037853,25.997163,26.059971,0.647935,0.330237,0.004839,926.839975,851.348871,-7.238608,-12.148829,1002.768052,28.571864,30.232182,30.508241,30.718963,-0.000263,0.032037,0.068008,242.592986,2075.038395,4995.541065,58.578724,4989.738267,5458.751278,42.865293,52.069541,52.728687,39.420231,-0.005678,0.016181,0.004402,2094.067363,2249.999672,2408.075099,9.591571,2440.832202,2874.869502,25.22159,25.285962,25.301012,25.286931,-0.0051,-0.00099,0.027576,435.167001,667.382685,-11.313812,-8.234431,-41.753346,131.61602,4.709718,170.2,133.6,142.0,0.0
718,2025-01-08 17:00:00,369.610915,2.500036,0.006697,0.001898,0.335404,2069.698525,450.730169,4.744037,30.088168,1031.369217,25.993935,26.037738,25.997498,26.059523,0.648133,0.328526,0.005221,929.837884,855.896873,-7.309352,-12.129526,1006.210232,28.561074,30.218619,30.492811,30.709085,-0.00033,0.031974,0.067848,242.636143,2075.928544,4998.486548,58.61949,4992.953338,5463.413088,42.865293,52.069541,52.728687,39.406757,-0.005547,0.016044,0.004878,2094.1295,2249.999672,2410.536061,9.498037,2443.047492,2882.894542,25.214309,25.278754,25.294276,25.279867,-0.005078,-0.001025,0.027352,435.409484,667.756583,-11.264684,-8.308066,-41.450999,131.998463,4.540348,170.2,133.6,142.0,0.0
719,2025-01-08 18:00:00,368.729644,2.451897,0.006943,0.001819,0.333212,2069.647455,449.10264,4.809058,30.044085,1032.302065,25.987907,26.031238,25.991045,26.052333,0.646464,0.326204,0.004863,929.943132,856.77537,-7.270015,-12.144731,1003.394754,28.562767,30.223777,30.49469,30.725753,-0.000185,0.031865,0.06738,243.145289,2077.557194,4991.608641,58.943945,4987.21222,5455.688234,42.865293,51.986425,52.629293,39.391356,-0.005229,0.016069,0.004641,2094.103307,2249.999672,2412.031717,9.47734,2444.274807,2882.459463,25.221772,25.286206,25.300926,25.28683,-0.005241,-0.001308,0.027495,434.986746,667.728139,-11.187845,-8.307711,-41.352731,131.987371,4.58598,170.2,133.6,142.0,0.0
720,2025-01-08 19:00:00,370.040918,2.009023,0.006762,0.001863,0.269403,2069.640345,449.918335,4.904687,30.166357,1029.542567,25.996014,26.038511,25.998501,26.059404,0.591611,0.253859,0.004851,947.857055,869.326605,-7.377549,-12.39256,969.668414,28.447599,30.062278,30.310298,30.691716,-0.000314,0.031595,0.067695,241.668859,2076.878235,4923.84386,58.793212,4919.810442,5387.136852,42.098043,49.159566,49.687885,39.454743,-0.005202,0.015913,0.004876,2094.060255,2249.999672,2412.065101,9.934864,2443.822736,2881.117336,25.199947,25.264312,25.278918,25.264757,-0.005132,-0.001403,0.027867,434.819767,667.883415,-11.256767,-8.312882,-41.371449,132.007882,4.133075,170.2,133.6,142.0,0.0
721,2025-01-08 20:00:00,370.409653,2.000183,0.006744,0.001954,0.256186,2069.623739,449.873226,4.886809,30.141975,1018.694889,25.989894,26.031638,25.991999,26.051203,0.57281,0.234691,0.004891,981.258116,907.880087,-7.468817,-12.49524,963.367939,28.333937,29.939958,30.150503,30.500784,-0.000408,0.03159,0.068561,240.725463,2076.12415,4931.93859,58.702395,4928.485102,5397.552535,41.71321,48.689687,49.267886,39.437347,-0.005558,0.016272,0.004657,2093.977713,2249.999672,2404.074622,10.21644,2435.388582,2874.883463,25.201186,25.265074,25.278933,25.265541,-0.004943,-0.001505,0.028569,434.373963,668.804552,-11.199759,-8.32375,-41.22851,132.010886,4.244894,170.2,133.6,142.0,0.0
722,2025-01-08 21:00:00,369.814383,1.99978,0.006832,0.001811,0.255035,2069.639199,450.112279,4.8642,30.16397,1022.359854,25.997714,26.038866,25.999446,26.059319,0.570728,0.232942,0.005008,989.880784,931.715868,-7.29908,-12.457568,970.750544,28.32203,29.938112,30.133115,30.464714,-0.000406,0.030934,0.068393,242.084751,2075.076512,4935.498465,58.683559,4931.801161,5405.321176,41.596868,48.618285,49.209303,39.469717,-0.005472,0.015976,0.004459,2094.108567,2249.999672,2393.915665,9.63139,2425.599178,2867.553022,25.222009,25.28582,25.299072,25.286,-0.005138,-0.001434,0.027315,434.806009,668.563711,-11.144319,-8.344582,-41.362168,132.016185,4.802272,170.2,133.6,142.0,0.0
723,2025-01-08 22:00:00,368.96918,2.000261,0.006386,0.001813,0.252742,2069.716454,450.647423,4.847863,30.101986,1001.51366,25.991216,26.03163,25.992832,26.0502,0.570501,0.231783,0.004942,994.166792,954.686171,-7.117489,-12.454511,988.280346,28.295385,29.921928,30.105691,30.432389,-0.000376,0.031081,0.06826,242.420838,2074.431181,4927.131351,58.794471,4923.690337,5396.843808,41.503984,48.551428,49.149715,39.451976,-0.0053,0.01619,0.004466,2094.062322,2249.999672,2385.276473,9.666843,2417.222627,2860.898909,25.215063,25.278753,25.291732,25.278999,-0.005049,-0.001387,0.028149,436.294027,668.186399,-11.146542,-8.405589,-41.360273,132.252685,4.41031,170.2,133.6,142.0,0.0
724,2025-01-08 23:00:00,370.827528,2.000097,0.00651,0.001762,0.252072,2069.546343,449.260197,4.870578,30.09482,988.619443,25.999104,26.039227,26.000147,26.057634,0.570195,0.231679,0.005239,993.315701,960.875637,-6.666447,-12.386547,1009.300033,28.307023,29.936719,30.121037,30.45611,-0.000569,0.030905,0.06826,241.877464,2076.645364,4928.853148,58.999396,4924.917534,5395.969775,41.448105,48.534593,49.138896,39.441593,-0.005571,0.016063,0.004078,2094.058597,2249.999672,2378.384489,9.475723,2409.801727,2855.223288,25.222023,25.285554,25.299194,25.285764,-0.005005,-0.0014,0.027609,435.87601,668.574112,-11.170722,-8.428463,-41.479393,131.992251,4.573714,170.2,133.6,142.0,0.0
725,2025-01-09 00:00:00,371.446336,1.998079,0.006725,0.001894,0.252455,2069.614225,445.047313,4.877479,30.012855,984.389105,25.998168,26.039628,26.001036,26.057509,0.569623,0.231557,0.007996,990.881629,972.176407,-6.604428,-12.570369,1014.406764,28.303305,29.935149,30.119113,30.477415,-6e-06,0.031863,0.070615,244.832051,2077.246548,4926.401273,58.859837,4922.247628,5393.191141,41.460047,48.577727,49.202358,39.399867,-0.005274,0.016165,0.003746,2094.009603,2249.999672,2375.326123,9.348181,2406.56578,2852.172469,25.221291,25.28592,25.299507,25.284694,-0.005456,-0.001697,0.029938,436.325786,669.641354,-11.129098,-8.366472,-41.616794,131.810823,4.066801,170.2,133.6,142.0,0.0
726,2025-01-09 00:00:00,370.50017,1.99979,0.006661,0.001652,0.252445,2069.610719,449.356048,4.754087,30.000581,983.406196,26.0,26.039422,26.000864,26.058126,0.570227,0.23167,0.004867,993.30877,963.934485,-6.387093,-12.294948,1021.781485,28.302307,29.934373,30.119272,30.453996,-0.000543,0.031025,0.068134,240.801253,2077.017044,4927.816728,58.534513,4923.580451,5393.628569,41.414621,48.528695,49.139728,39.448709,-0.005545,0.015998,0.00427,2094.091299,2249.999672,2372.308675,9.56616,2404.640937,2849.92042,25.222127,25.285689,25.298983,25.285952,-0.005325,-0.001241,0.027343,434.807738,668.012617,-11.293282,-8.432388,-41.326737,132.378597,4.544819,170.2,133.6,142.0,0.0
727,2025-01-09 01:00:00,370.436192,1.99994,0.006529,0.001485,0.252352,2069.644967,449.461397,4.769487,29.939237,980.169198,26.000803,26.039495,26.001192,26.058484,0.570321,0.231921,0.005174,992.91815,964.179933,-6.198715,-12.316162,1031.193811,28.299146,29.936246,30.120141,30.464628,-0.000383,0.031444,0.067971,240.6025,2076.404212,4929.455219,57.407369,4924.484732,5394.281845,41.384003,48.514671,49.130696,39.464571,-0.005853,0.015908,0.00429,2094.199154,2249.999672,2366.864802,9.711558,2400.017807,2845.214915,25.214901,25.278613,25.291948,25.278865,-0.005327,-0.001183,0.027604,435.76799,668.338514,-11.301803,-8.369249,-40.99759,132.615163,4.737125,170.2,133.6,142.0,0.0
728,2025-01-09 02:00:00,370.479082,2.000139,0.006505,0.001492,0.251814,2069.713845,449.886203,4.721971,29.842104,986.37542,25.994082,26.032354,25.994069,26.052005,0.570177,0.23227,0.005123,990.879051,964.236597,-6.097768,-12.276272,1027.326441,28.298925,29.942324,30.122652,30.472406,-0.000447,0.031176,0.068642,240.298031,2076.049061,4929.546593,57.287493,4923.720728,5391.968786,41.336515,48.476249,49.092236,39.42204,-0.00579,0.015818,0.004557,2094.131707,2249.999672,2361.968504,9.907813,2395.909528,2841.756763,25.214484,25.278207,25.291557,25.27829,-0.005074,-0.001241,0.027836,435.239906,669.373623,-11.374076,-8.333742,-41.48028,132.203438,5.03659,170.2,133.6,142.0,0.0
729,2025-01-09 03:00:00,369.848971,1.999976,0.006605,0.001432,0.251264,2069.682617,449.265938,4.74028,29.796207,992.94892,26.001945,26.039951,26.001963,26.059699,0.569946,0.233402,0.005427,990.502705,960.782099,-6.101638,-12.223894,1029.606506,28.291922,29.931119,30.11996,30.477298,-0.00032,0.030789,0.068172,240.894181,2075.507242,4930.811324,57.591802,4924.721653,5394.21096,41.307488,48.458038,49.079083,39.450631,-0.006098,0.01584,0.004516,2094.240824,2249.999672,2357.594442,9.672782,2392.615318,2838.554369,25.207101,25.271071,25.284595,25.271109,-0.005039,-0.000952,0.027706,436.070157,667.818934,-11.450444,-8.402997,-41.43769,132.132451,5.019795,170.2,133.6,142.0,0.0
730,2025-01-09 04:00:00,370.572601,1.999873,0.006543,0.001926,0.250536,2069.642999,449.685425,4.713591,29.737627,992.904646,26.002636,26.03997,26.002129,26.059479,0.56943,0.234518,0.004789,989.87248,959.542418,-6.063787,-12.205739,1027.148391,28.301089,29.940608,30.13289,30.492707,-0.000253,0.031166,0.067992,241.795927,2074.683962,4931.331078,57.625736,4924.599533,5394.098318,41.307934,48.460408,49.082169,39.459801,-0.005767,0.015822,0.004757,2094.316934,2249.999672,2354.66541,9.687906,2389.614587,2835.597477,25.213981,25.277866,25.291477,25.27808,-0.005231,-0.001286,0.02756,436.395213,669.792209,-11.518157,-8.389317,-41.423456,132.071903,5.289961,170.2,133.6,142.0,0.0
731,2025-01-09 05:00:00,370.069996,1.999996,0.006408,0.001907,0.250728,2069.649739,449.513751,4.719648,29.707161,988.268308,26.003685,26.040061,26.002821,26.059068,0.569257,0.235104,0.005253,989.036483,957.808901,-6.106642,-12.218505,1032.680828,28.295349,29.934857,30.130244,30.499937,8.2e-05,0.030938,0.068339,241.290149,2076.08573,4931.135131,57.479404,4923.488909,5398.161817,41.269801,48.433749,49.058489,39.430625,-0.005738,0.016195,0.004242,2094.325837,2249.999672,2352.344368,9.837825,2387.573631,2833.35373,25.206994,25.271022,25.284503,25.271129,-0.005063,-0.00102,0.028199,435.791748,668.799847,-11.515401,-8.458474,-41.199451,132.536634,4.841438,170.2,133.6,142.0,0.0
732,2025-01-09 06:00:00,370.728696,2.00005,0.006489,0.001679,0.251354,2069.75779,450.190763,4.732733,29.67081,989.761806,26.004171,26.040064,26.002828,26.058848,0.566857,0.235438,0.004919,988.796899,955.389639,-6.084246,-12.165012,1032.420031,28.303436,29.942049,30.140547,30.516103,5.5e-05,0.031012,0.06838,241.347389,2075.115779,4934.076576,57.512227,4926.579752,5398.656109,41.248357,48.417066,49.043334,39.386787,-0.005969,0.016474,0.004428,2094.279404,2249.999672,2350.482493,9.82222,2385.281814,2831.079763,25.192312,25.256276,25.269986,25.256602,-0.005193,-0.001163,0.027874,434.929688,668.057865,-11.468812,-8.443778,-41.196345,132.184582,5.156595,170.2,133.6,142.0,0.0
733,2025-01-09 07:00:00,370.790126,1.999843,0.006477,0.001616,0.251421,2069.699244,448.259636,4.773703,29.574363,999.647475,25.997751,26.033124,25.996003,26.05242,0.56686,0.235355,0.005059,988.674639,956.214494,-5.998267,-12.259451,1024.396757,28.297136,29.941759,30.13616,30.513653,-8.3e-05,0.031207,0.06802,240.683882,2075.39169,4934.595031,57.48203,4926.52274,5397.18438,41.224787,48.402001,49.029077,39.427075,-0.005878,0.01604,0.004896,2094.329503,2249.999672,2348.306688,9.642543,2383.223349,2828.967767,25.192142,25.256336,25.2701,25.256422,-0.005172,-0.001463,0.027796,436.057209,669.595981,-11.467553,-8.387234,-41.132016,132.07189,5.630192,170.2,133.6,142.0,0.0
734,2025-01-09 08:00:00,370.675823,2.000159,0.006505,0.00191,0.250489,2069.776116,449.905777,4.721719,29.506317,1011.290126,25.998776,26.033797,25.997015,26.053183,0.567643,0.235425,0.005016,987.579252,955.322793,-6.053811,-12.177627,1034.841024,28.299834,29.962263,30.142184,30.515708,-7.1e-05,0.031146,0.068504,241.535316,2077.470477,4934.12336,57.528036,4926.941345,5403.139593,41.218979,48.40255,49.031876,39.420598,-0.005883,0.016147,0.004198,2094.261686,2249.999672,2346.913988,9.530044,2382.004685,2826.644606,25.192533,25.256759,25.270509,25.25681,-0.00498,-0.001701,0.027761,436.345147,668.763187,-11.485869,-8.449942,-40.777097,132.700792,5.424876,170.2,133.6,142.0,0.0
735,2025-01-09 09:00:00,371.750491,1.99999,0.006701,0.001823,0.24936,2069.70674,450.338801,4.665771,29.461351,1024.366529,26.006533,26.041076,26.004355,26.060477,0.568503,0.235489,0.004922,986.021195,954.608164,-6.049726,-12.251843,1038.822315,28.310774,29.983795,30.156955,30.526388,-0.000319,0.031054,0.067927,240.933418,2075.968494,4932.357707,57.539612,4925.354995,5402.089097,41.224418,48.408924,49.037519,39.403102,-0.005694,0.016407,0.004547,2094.266378,2249.999672,2345.720274,9.430328,2380.604352,2824.643447,25.19917,25.263389,25.277161,25.263539,-0.004931,-0.001756,0.027355,435.506793,669.504078,-11.461943,-8.408897,-40.876031,132.644889,5.465904,170.2,133.6,142.0,0.0
736,2025-01-09 10:00:00,370.439466,2.000052,0.006675,0.001778,0.248979,2069.751788,450.453577,4.708584,29.54459,1030.241006,26.007512,26.041262,26.004748,26.060258,0.567969,0.235531,0.004825,985.097568,951.631491,-6.016452,-12.203283,1038.001347,28.314686,29.982565,30.163679,30.541372,-0.000519,0.03111,0.067723,240.591995,2074.577067,4932.842125,57.409148,4925.095225,5400.744536,41.213579,48.399943,49.031491,39.419984,-0.005546,0.016376,0.003922,2094.300519,2249.999672,2344.500978,9.832567,2379.598632,2823.179925,25.220302,25.284395,25.298222,25.284471,-0.004974,-0.001805,0.027629,435.983157,669.126046,-11.541243,-8.408286,-41.032195,132.352289,5.305686,170.2,133.6,142.0,0.0
737,2025-01-09 11:00:00,370.012439,1.999903,0.00642,0.001569,0.249292,2069.678441,450.548925,4.647575,29.505321,1031.953938,26.008247,26.041477,26.005367,26.059797,0.567073,0.235433,0.004753,985.136601,952.042642,-5.970748,-12.176983,1026.87374,28.316999,29.986933,30.166681,30.545435,-0.000428,0.030939,0.068275,240.430969,2076.917071,4932.394579,57.414698,4924.428607,5399.040149,41.181758,48.383057,49.016357,39.402336,-0.005385,0.016693,0.004208,2094.213929,2249.999672,2343.706952,9.762811,2378.960907,2821.682753,25.199244,25.263527,25.277418,25.263658,-0.004643,-0.001805,0.027759,436.036086,669.146327,-11.571129,-8.425937,-40.878027,132.449453,5.254126,170.2,133.6,142.0,0.0
738,2025-01-09 12:00:00,371.077551,2.00012,0.00654,0.001774,0.249336,2069.7217,449.969296,4.683474,29.431735,1029.284673,26.002021,26.034165,25.998422,26.051641,0.565828,0.235984,0.004769,983.709984,949.883567,-5.97247,-12.101194,1015.373607,28.309234,29.980186,30.157741,30.523748,-0.000392,0.030682,0.068159,241.227775,2077.015979,4931.999179,57.393609,4923.967632,5396.739243,41.180591,48.383618,49.017624,39.419073,-0.005589,0.016613,0.004359,2094.264745,2249.999672,2342.46969,10.12715,2378.095597,2820.352921,25.206347,25.270707,25.284539,25.270707,-0.004879,-0.001605,0.028132,436.044236,669.168465,-11.544702,-8.432364,-40.645777,132.399762,5.277027,170.2,133.6,142.0,0.0
739,2025-01-09 13:00:00,371.209063,1.99997,0.006262,0.00154,0.249208,2069.729411,451.41439,4.699641,29.444865,1030.792194,26.002809,26.034536,25.999144,26.052023,0.565665,0.236039,0.004996,982.301329,944.696601,-5.900135,-12.065404,1030.235211,28.309828,29.972749,30.157368,30.523614,-0.000467,0.030193,0.068491,240.256934,2075.675042,4931.251636,57.55317,4923.131088,5394.993244,41.150881,48.353781,48.988977,39.383794,-0.00568,0.016434,0.004177,2094.321684,2249.999672,2341.942175,10.335937,2377.312804,2818.949172,25.19258,25.256618,25.270397,25.256815,-0.004906,-0.001492,0.027489,435.717603,669.798177,-11.63033,-8.419579,-40.674392,132.698351,5.523043,170.2,133.6,142.0,0.0
740,2025-01-09 14:00:00,370.184765,2.000042,0.006436,0.001939,0.248654,2069.709278,451.992699,4.629275,29.425706,1032.946053,25.996121,26.02737,25.992421,26.044791,0.56682,0.235755,0.004915,982.392519,943.336161,-5.853934,-12.012071,1030.267395,28.288535,29.956651,30.137591,30.504872,-0.000461,0.030293,0.068331,240.982516,2076.024934,4932.516488,57.519289,4923.738919,5397.71813,41.132754,48.335321,48.969857,39.379686,-0.005202,0.016596,0.004214,2094.358306,2249.999672,2341.390496,10.261258,2376.546425,2817.56914,25.185184,25.249394,25.263155,25.249616,-0.004628,-0.00143,0.027961,435.148357,670.122809,-11.62788,-8.395761,-41.103622,132.265108,5.758101,170.2,133.6,142.0,0.0
741,2025-01-09 15:00:00,369.585238,1.999895,0.006456,0.001736,0.248591,2069.650809,450.895305,4.514515,29.415728,1036.682681,26.011847,26.042189,26.007089,26.059604,0.567822,0.235552,0.005146,980.714492,944.686844,-5.931199,-12.01079,1012.199104,28.320839,29.991315,30.169653,30.533029,-0.000371,0.030524,0.068034,240.756521,2077.819848,4932.052006,57.39603,4924.074779,5402.765934,41.164996,48.366463,49.001802,39.403342,-0.00563,0.016268,0.004214,2094.33004,2249.999672,2341.079125,10.202167,2376.352113,2816.089059,25.213348,25.277531,25.291478,25.277813,-0.004613,-0.001186,0.027411,435.914369,668.486339,-11.600656,-8.442911,-41.144882,132.315021,5.597076,170.2,133.6,142.0,0.0
742,2025-01-09 16:00:00,370.112473,1.999941,0.006793,0.001546,0.248056,2069.620262,452.784102,4.531009,29.406573,1029.757696,26.012682,26.042417,26.007898,26.058748,0.56754,0.235654,0.004971,980.237034,944.894558,-5.894859,-11.989308,1002.599864,28.324222,29.992388,30.176338,30.537345,-0.000375,0.030305,0.06796,240.366419,2078.272938,4932.387026,57.335167,4924.093856,5401.311378,41.136395,48.343191,48.978964,39.35569,-0.005598,0.015952,0.004254,2094.315914,2249.999672,2340.717261,10.392074,2375.553349,2814.908182,25.213771,25.277903,25.291673,25.277977,-0.004754,-0.001191,0.028407,435.503934,670.150555,-11.564276,-8.486868,-41.60184,131.959198,5.376104,170.2,133.6,142.0,0.0
743,2025-01-09 17:00:00,370.127603,2.000166,0.006766,0.001699,0.24809,2069.639333,452.738864,4.502311,29.419362,1031.746555,26.006432,26.035396,26.00103,26.051993,0.567721,0.235641,0.005221,978.877261,945.119968,-5.92507,-12.003314,1012.891012,28.312072,29.985402,30.168105,30.532034,-0.000356,0.029189,0.068093,240.983208,2077.423843,4932.588423,57.580461,4924.745833,5400.208382,41.120232,48.334036,48.970802,39.367564,-0.005491,0.016062,0.004782,2094.331455,2249.999672,2340.466698,10.16797,2375.216186,2814.024294,25.213606,25.277745,25.291554,25.278025,-0.004938,-0.001406,0.027691,436.384537,669.995717,-11.599047,-8.478866,-41.227179,132.532641,5.506837,170.2,133.6,142.0,0.0
744,2025-01-09 18:00:00,370.967576,2.000064,0.006865,0.0018,0.248093,2069.559024,454.06531,4.552329,29.447306,1024.035264,26.014531,26.0427,26.008783,26.058632,0.565786,0.236097,0.005317,979.743346,945.1637,-5.811016,-11.956586,1021.635587,28.329658,29.998594,30.186307,30.551899,-0.00034,0.029106,0.068325,241.151998,2076.239055,4932.202116,57.506861,4924.277537,5398.319847,41.140564,48.372115,49.011516,39.398234,-0.00575,0.016103,0.004298,2094.382225,2249.999672,2340.653246,10.270213,2375.079103,2812.832299,25.213796,25.277982,25.291754,25.278201,-0.004914,-0.001287,0.027268,435.778227,670.388965,-11.613272,-8.490781,-41.319236,132.371145,5.410184,170.2,133.6,142.0,0.0
745,2025-01-09 19:00:00,370.704557,1.99962,0.006744,0.001813,0.248245,2069.56941,452.756492,4.578175,29.434512,990.614302,26.015096,26.042557,26.009071,26.056017,0.564269,0.236696,0.005284,978.739162,943.557795,-5.811234,-11.915672,1027.555079,28.313983,29.983677,30.167782,30.537156,-0.000318,0.029141,0.068303,241.489496,2076.000334,4931.677528,57.528845,4923.351371,5396.528675,41.087579,48.308249,48.948099,39.349426,-0.005737,0.016164,0.004565,2094.305755,2249.999672,2340.257724,10.404276,2374.449364,2811.610588,25.192435,25.256685,25.270383,25.256855,-0.004908,-0.001335,0.027542,435.753135,669.370533,-11.633608,-8.404068,-41.574112,131.995357,5.304981,170.2,133.6,142.0,0.0
746,2025-01-09 20:00:00,370.359858,2.000198,0.006633,0.001826,0.247195,2069.541347,454.054803,4.441557,29.302881,968.986936,26.016046,26.042753,26.009418,26.056015,0.566869,0.242444,0.005035,977.291815,944.471813,-5.844178,-12.020617,1014.316119,28.329976,29.99644,30.194337,30.58401,-0.000131,0.029192,0.068289,241.176534,2074.463181,4928.220355,57.523632,4920.455522,5392.353031,41.101948,48.314247,48.952513,39.366347,-0.005439,0.016386,0.004188,2094.322995,2249.999672,2339.991371,10.089501,2374.440935,2810.506715,25.2067,25.270898,25.284563,25.271232,-0.005098,-0.001593,0.028098,436.408688,669.371222,-11.691049,-8.335061,-41.700552,132.177483,5.522474,170.2,133.6,142.0,0.0
747,2025-01-09 21:00:00,369.359937,2.000064,0.006973,0.001926,0.246753,2069.608249,453.571996,4.481021,29.291201,972.747287,26.017084,26.043218,26.009895,26.058209,0.564467,0.240071,0.005189,976.203751,940.292686,-5.894318,-12.019674,1008.300008,28.333481,30.002905,30.200709,30.584723,-0.000401,0.029099,0.068115,238.794182,2075.070348,4929.961329,57.745889,4921.238868,5391.963897,41.091219,48.314725,48.954434,39.340561,-0.005784,0.016138,0.004488,2094.410746,2249.999672,2340.200306,10.393953,2374.657725,2809.982416,25.206504,25.270702,25.284445,25.271112,-0.005154,-0.001737,0.027803,436.360135,670.313546,-11.757895,-8.381582,-41.854161,131.958236,5.607886,170.2,133.6,142.0,0.0
748,2025-01-09 22:00:00,370.23131,2.00005,0.006626,0.00205,0.246734,2069.497614,454.307678,4.472172,29.322784,970.130739,26.017492,26.043278,26.010159,26.058197,0.564863,0.238638,0.005058,975.457088,938.356704,-5.927088,-11.986179,1013.530418,28.334525,30.000011,30.203559,30.583789,-0.000181,0.028948,0.068099,241.106974,2077.641494,4928.813422,57.887311,4920.893649,5390.920218,41.104434,48.321247,48.960706,39.348971,-0.00589,0.016341,0.004496,2094.39322,2249.999672,2340.283351,10.240193,2374.918507,2809.430146,25.199263,25.26331,25.277143,25.263654,-0.005083,-0.001492,0.027459,436.847607,670.421505,-11.617846,-8.410657,-41.734934,132.122912,5.345924,170.2,133.6,142.0,0.0
749,2025-01-09 23:00:00,370.176206,1.999972,0.006752,0.001873,0.246459,2069.524705,454.551658,4.499616,29.318042,974.486202,26.018568,26.043762,26.010851,26.058974,0.566702,0.238282,0.004753,974.485134,939.192453,-5.896666,-11.988255,1023.199403,28.337129,30.009315,30.208027,30.590763,-0.000108,0.028852,0.067716,240.017569,2077.418806,4930.807642,57.627841,4922.21557,5397.774564,41.099195,48.31777,48.958042,39.367778,-0.005739,0.016146,0.004357,2094.422498,2249.999672,2340.702762,10.001322,2375.477265,2808.717423,25.21341,25.277505,25.291748,25.277877,-0.004572,-0.001315,0.027714,436.165867,669.232786,-11.619287,-8.350487,-41.635557,132.092521,5.31188,170.2,133.6,142.0,0.0
750,2025-01-10 00:00:00,371.332253,1.999978,0.006987,0.001781,0.246822,2069.508549,453.859271,4.411952,29.269162,993.266886,26.019488,26.044366,26.011638,26.060649,0.567953,0.238461,0.005014,972.754088,939.058905,-5.922046,-11.966683,1028.562887,28.349538,30.021769,30.225885,30.600418,-0.000197,0.029279,0.068617,239.463242,2076.62524,4929.900543,57.450735,4921.867881,5395.887553,41.080352,48.304971,48.944747,39.351611,-0.005937,0.016515,0.004358,2094.377993,2249.999672,2340.910867,10.037806,2375.572122,2807.843858,25.199138,25.263238,25.27719,25.263669,-0.004938,-0.001319,0.027759,435.891795,670.718328,-11.596942,-8.390969,-41.547361,132.018796,5.348686,170.2,133.6,142.0,0.0
751,2025-01-10 00:00:00,376.463656,1.99512,0.00674,0.002133,0.246841,2069.137975,453.440209,4.496646,29.477899,981.795528,26.01746,26.043468,26.01058,26.059233,0.570841,0.237834,0.005796,967.186417,938.218198,-5.867976,-11.774587,1025.755711,28.348518,30.025582,30.224916,30.615855,4e-05,0.028703,0.06608,240.762027,2076.99785,4929.563455,57.354112,4923.682065,5395.010431,41.140218,48.34791,48.989425,39.373145,-0.006059,0.016388,0.005485,2094.454568,2249.999672,2340.665214,9.776844,2378.078866,2808.739458,25.220009,25.283459,25.298512,25.283829,-0.004592,-0.001552,0.034156,434.213576,670.154594,-11.543269,-8.503099,-38.668308,135.048373,5.439829,170.2,133.6,142.0,0.0
752,2025-01-10 01:00:00,370.749234,2.000088,0.006696,0.001634,0.247227,2069.402386,454.868413,4.538733,29.245078,1014.485997,26.01312,26.037544,26.005021,26.054497,0.567186,0.238236,0.005092,972.297251,940.992311,-5.910133,-11.914609,1033.856746,28.344149,30.010564,30.220202,30.581319,-0.000658,0.029243,0.068071,240.463196,2075.463846,4930.549951,57.543379,4923.038582,5395.026912,41.071591,48.301335,48.940638,39.339659,-0.005905,0.016079,0.004508,2094.432466,2249.999672,2341.091305,9.914273,2375.556676,2806.834107,25.199538,25.263727,25.277731,25.26397,-0.005227,-0.001449,0.028384,435.926403,670.277967,-11.608629,-8.376489,-41.660845,131.936127,5.606426,170.2,133.6,142.0,0.0
