source_dataset,time_raw,time,net_flow,injection_pressure,tl_interval_pressure,tl_bottom_pressure,tn_interval_pressure,tn_bottom_pressure,tc_interval_pressure,tc_bottom_pressure,tu_interval_pressure,tu_bottom_pressure,ts_interval_pressure,ts_bottom_pressure,flag_duplicate_timestamp,flag_time_gap_gt_expected,tc_injecting,tc_producing,delta_P_delta_Q
ftes_1hour,1/3/2025 22:00,2025-01-03T22:00:00,2.500200088,4860.593935,5.477400426,30.93693885,-7.923266841,-12.31188333,4871.793337,58.07313137,2340.672262,10.61992957,-11.10860692,-8.339495737,FALSE,FALSE,1,0,16449.71763
ftes_1hour,1/3/2025 23:00,2025-01-03T23:00:00,2.499774986,4864.344518,5.450925323,30.88296738,-7.833180836,-12.35457577,4875.633577,57.93595277,2342.747212,10.62296969,-11.18699365,-8.271602616,FALSE,FALSE,1,0,-8822.783708
ftes_1hour,1/4/2025 0:00,2025-01-04T00:00:00,2.502972921,4866.84265,5.450943211,30.93866763,-7.859058053,-12.14022339,4876.305544,57.79441513,2344.18073,10.48054132,-11.22212305,-8.182394553,FALSE,FALSE,1,0,781.170349
ftes_1hour,1/4/2025 1:00,2025-01-04T01:00:00,2.499822585,4859.822167,5.458565026,30.7963158,-7.83047626,-12.36663202,4870.740184,57.7594524,2345.095031,10.38646588,-11.16387193,-8.279178113,FALSE,FALSE,1,0,2228.487057
ftes_1hour,1/4/2025 2:00,2025-01-04T02:00:00,2.500308709,4862.49263,5.28963196,30.84792511,-7.828665945,-12.35428119,4872.949694,57.84718034,2346.529757,10.58219137,-11.12248213,-8.295502917,FALSE,FALSE,1,0,5493.378233
ftes_1hour,1/4/2025 3:00,2025-01-04T03:00:00,2.499736736,4865.750737,5.209564216,30.81483385,-7.857633434,-12.37554023,4875.44911,58.04158635,2348.66961,10.59239585,-11.12647887,-8.284524409,FALSE,FALSE,1,0,-5696.260138
ftes_1hour,1/4/2025 4:00,2025-01-04T04:00:00,2.500074102,4868.932755,5.244074235,30.83124607,-7.795877939,-12.3155313,4879.320144,58.22493735,2348.951875,10.39965629,-11.10187967,-8.316008406,FALSE,FALSE,1,0,9431.946313
ftes_1hour,1/4/2025 5:00,2025-01-04T05:00:00,2.499789319,4874.077134,5.311471067,30.75301779,-7.847199023,-12.25035275,4884.364861,58.03751676,2350.180007,10.54369829,-11.11549809,-8.322107788,FALSE,FALSE,1,0,-18064.20678
ftes_1hour,1/4/2025 6:00,2025-01-04T06:00:00,2.499895209,4879.009216,5.161039664,30.77631844,-7.782251768,-12.29855357,4889.036816,58.11508711,2350.862787,10.56537485,-11.15023257,-8.308579971,FALSE,FALSE,1,0,46577.41052
ftes_1hour,1/4/2025 7:00,2025-01-04T07:00:00,2.500008876,4880.514152,5.217775789,30.79343731,-7.789106058,-12.33260555,4890.12067,58.44538228,2351.090938,10.53975846,-11.18930664,-8.2972454,FALSE,FALSE,1,0,13239.86733
ftes_1hour,1/4/2025 8:00,2025-01-04T08:00:00,2.500080169,4884.460726,5.334513712,30.77446864,-7.802275561,-12.32013326,4893.893549,58.17873607,2351.817142,10.70330023,-11.16075935,-8.24619578,FALSE,FALSE,1,0,55357.10378
ftes_1hour,1/4/2025 9:00,2025-01-04T09:00:00,2.500063922,4887.017544,5.46624234,30.60591291,-7.849240483,-12.26828005,4895.458081,58.19571532,2353.714561,10.63534862,-11.16501225,-8.356646172,FALSE,FALSE,1,0,-157371.6994
ftes_1hour,1/4/2025 10:00,2025-01-04T10:00:00,2.500094811,4886.18997,5.53422857,30.60389647,-7.817569945,-12.33482257,4895.086139,58.07065814,2354.453894,10.28763861,-11.15589514,-8.369718974,FALSE,FALSE,1,0,-26791.86766
ftes_1hour,1/4/2025 11:00,2025-01-04T11:00:00,2.499983519,4890.899409,5.41585882,30.59297153,-7.796004748,-12.41093479,4899.720385,58.02028146,2355.829916,10.34336975,-11.18069996,-8.368493851,FALSE,FALSE,1,0,-42316.06045
ftes_1hour,1/4/2025 12:00,2025-01-04T12:00:00,2.49968171,4893.93923,5.196256776,30.59494212,-7.840243656,-12.36276322,4901.567681,57.98099964,2357.84522,10.46216124,-11.26126253,-8.378755136,FALSE,FALSE,1,0,-10072.00249
ftes_1hour,1/4/2025 13:00,2025-01-04T13:00:00,2.499811556,4896.073865,5.225528003,30.59974198,-7.758842909,-12.38101455,4903.624614,58.09198207,2359.826914,10.92025172,-11.25881128,-8.305250565,FALSE,FALSE,1,0,16439.744
ftes_1hour,1/4/2025 14:00,2025-01-04T14:00:00,2.499924014,4895.158806,5.312222542,30.61980709,-7.72865788,-12.35090083,4902.139026,58.20847569,2361.544342,10.67727948,-11.22042742,-8.35830983,FALSE,FALSE,1,0,-8136.895552
ftes_1hour,1/4/2025 15:00,2025-01-04T15:00:00,2.499674368,4893.420237,5.393902023,30.65658569,-7.760176121,-12.41567165,4902.030267,58.29124913,2363.558957,10.4748693,-11.13765533,-8.364942856,FALSE,FALSE,1,0,6964.137218
ftes_1hour,1/4/2025 16:00,2025-01-04T16:00:00,2.499816829,4894.644225,5.421867697,30.606289,-7.709626568,-12.36720434,4902.506917,58.20316382,2364.880119,10.44287327,-11.25578784,-8.274446959,FALSE,FALSE,1,0,8591.740898
ftes_1hour,1/4/2025 17:00,2025-01-04T17:00:00,2.500211681,4895.852458,5.4715718,30.71667869,-7.723936789,-12.20349046,4903.580396,58.30591246,2366.648731,10.5954875,-11.12732825,-8.28949379,FALSE,FALSE,1,0,3059.96424
ftes_1hour,1/4/2025 18:00,2025-01-04T18:00:00,2.499780636,4897.933168,5.416547811,30.64904928,-7.749836191,-12.28271004,4905.197339,58.2489615,2367.592179,10.67513083,-11.22143446,-8.305023971,FALSE,FALSE,1,0,-4827.129418
ftes_1hour,1/4/2025 19:00,2025-01-04T19:00:00,2.49998099,4902.100359,5.394620369,30.65989894,-7.805305641,-12.2818017,4908.780612,58.26444308,2368.916665,10.66791412,-11.25210482,-8.305282593,FALSE,FALSE,1,0,20799.14052
ftes_1hour,1/4/2025 20:00,2025-01-04T20:00:00,2.500151955,4902.377654,5.437025969,30.66442111,-7.753545174,-12.26657647,4910.025342,58.11790324,2370.386506,10.4979771,-11.18780594,-8.279072477,FALSE,FALSE,1,0,1621.940163
ftes_1hour,1/4/2025 21:00,2025-01-04T21:00:00,2.499870047,4903.368082,5.419751946,30.67649194,-7.702974152,-12.31276659,4911.665517,58.33995374,2371.783959,10.43239816,-11.09371946,-8.377826913,FALSE,FALSE,1,0,-3513.302212
ftes_1hour,1/4/2025 22:00,2025-01-04T22:00:00,2.500113962,4903.936053,5.192922972,30.66527665,-7.741449778,-12.25593672,4912.405515,58.30961015,2373.208268,10.46031996,-11.01260048,-8.334474996,FALSE,FALSE,1,0,2328.561179
ftes_1hour,1/4/2025 23:00,2025-01-04T23:00:00,2.499990551,4902.29136,5.223458104,30.74001222,-7.635846241,-12.24279819,4911.362588,58.08581822,2374.168734,10.85893306,-10.99941597,-8.376410717,FALSE,FALSE,1,0,13326.95627
ftes_1hour,1/5/2025 0:00,2025-01-05T00:00:00,2.4953135,4900.426302,5.399698789,30.73325905,-7.704289789,-12.40968742,4910.162805,58.22852529,2374.439933,10.53821268,-10.8617305,-8.338327474,FALSE,FALSE,1,0,398.7679416
ftes_1hour,1/5/2025 1:00,2025-01-05T01:00:00,2.499621444,4903.853647,5.235536962,30.66099843,-7.671016508,-12.25468143,4912.323351,58.13146674,2375.066076,10.52343147,-11.05150207,-8.345469152,FALSE,FALSE,1,0,795.5871757
ftes_1hour,1/5/2025 2:00,2025-01-05T02:00:00,2.500315865,4909.786758,5.221235265,30.61871404,-7.684868913,-12.27284477,4917.626997,58.17298339,2375.675525,10.60446621,-11.09581261,-8.385603953,FALSE,FALSE,1,0,8543.968284
ftes_1hour,1/5/2025 3:00,2025-01-05T03:00:00,2.500090047,4910.50706,5.168858306,30.56123984,-7.677792445,-12.32406205,4919.152949,58.24005467,2375.780534,10.52900124,-11.03374113,-8.385780156,FALSE,FALSE,1,0,-3189.745724
ftes_1hour,1/5/2025 4:00,2025-01-05T04:00:00,2.500071345,4910.258826,5.189745343,30.59853182,-7.712582003,-12.25006362,4919.536843,57.85437475,2376.283079,10.41766438,-10.99223068,-8.363881411,FALSE,FALSE,1,0,13273.12587
ftes_1hour,1/5/2025 5:00,2025-01-05T05:00:00,2.499924856,4909.525657,5.242556217,30.5865243,-7.67089125,-12.33645522,4917.054994,58.09157429,2376.476636,10.24641879,-10.9863972,-8.364343113,FALSE,FALSE,1,0,5004.942351
ftes_1hour,1/5/2025 6:00,2025-01-05T06:00:00,2.499836209,4912.132675,5.163148673,30.56526981,-7.692785444,-12.25162399,4919.50865,58.19051068,2376.700381,10.30781233,-11.10838655,-8.348072934,FALSE,FALSE,1,0,-29408.98169
ftes_1hour,1/5/2025 7:00,2025-01-05T07:00:00,2.500031635,4911.706306,5.229351225,30.65170102,-7.661598764,-12.23625078,4918.939325,58.19458025,2376.329058,10.53761393,-11.22115899,-8.347073066,FALSE,FALSE,1,0,-2181.741426
ftes_1hour,1/5/2025 8:00,2025-01-05T08:00:00,2.499890895,4911.225587,5.334768534,30.62328219,-7.735118197,-12.302248,4918.612843,58.08066909,2376.698634,10.37234524,-11.12577086,-8.333425958,FALSE,FALSE,1,0,3415.652977
ftes_1hour,1/5/2025 9:00,2025-01-05T09:00:00,2.499889342,4912.758919,5.273872212,30.62028532,-7.781759571,-12.33135616,4920.910998,58.0805466,2377.830911,10.37012696,-11.14738732,-8.345213105,FALSE,FALSE,1,0,-987335.4796
ftes_1hour,1/5/2025 10:00,2025-01-05T10:00:00,2.500108826,4914.944448,5.215458252,30.6463948,-7.680832558,-12.30978797,4923.000038,58.10836943,2378.075065,10.48973911,-11.15809675,-8.350866271,FALSE,FALSE,1,0,9957.577773
ftes_1hour,1/5/2025 11:00,2025-01-05T11:00:00,2.499931236,4916.84514,5.375674326,30.60699837,-7.634378313,-12.13352346,4925.456694,58.22106219,2379.153788,10.6467753,-11.11871578,-8.345693009,FALSE,FALSE,1,0,-10702.69722
ftes_1hour,1/5/2025 12:00,2025-01-05T12:00:00,2.500124197,4916.668975,5.683584493,30.49783352,-7.54725729,-12.14560542,4923.623943,58.30379974,2380.411353,10.66758387,-11.11629152,-8.301153629,FALSE,FALSE,1,0,-912.9565042
ftes_1hour,1/5/2025 13:00,2025-01-05T13:00:00,2.500157939,4916.488205,5.74124216,30.56496977,-7.559859474,-12.19427911,4924.747901,58.27565151,2381.048334,10.99267132,-11.17667715,-8.313743223,FALSE,FALSE,1,0,-5357.418055
ftes_1hour,1/5/2025 14:00,2025-01-05T14:00:00,2.499854599,4921.323789,5.754165779,30.62439361,-7.549354481,-12.21028291,4928.660763,58.11466959,2381.568592,10.80383333,-11.09829818,-8.275414498,FALSE,FALSE,1,0,-15941.13536
ftes_1hour,1/5/2025 15:00,2025-01-05T15:00:00,2.499786711,4921.945596,5.746145434,30.63684962,-7.517110564,-12.24020291,4930.861303,58.23621138,2382.756447,10.5028708,-11.18810507,-8.349715248,FALSE,FALSE,1,0,-9159.306505
ftes_1hour,1/5/2025 16:00,2025-01-05T16:00:00,2.500109165,4917.481809,5.709215424,30.60159516,-7.471719016,-12.19647508,4925.916622,57.93616222,2384.024835,10.67180568,-11.2321712,-8.332260366,FALSE,FALSE,1,0,-13843.17453
ftes_1hour,1/5/2025 17:00,2025-01-05T17:00:00,2.499948793,4919.043314,5.699103373,30.59874901,-7.503910587,-12.23997799,4927.491076,57.91324857,2385.222046,10.56740098,-11.13107937,-8.302104051,FALSE,FALSE,1,0,-9736.768264
ftes_1hour,1/5/2025 18:00,2025-01-05T18:00:00,2.499983893,4922.776818,5.750733059,30.58943984,-7.511128641,-12.1592575,4931.17722,57.81339112,2386.375533,10.54318159,-11.22118469,-8.288892483,FALSE,FALSE,1,0,106367.6353
ftes_1hour,1/5/2025 19:00,2025-01-05T19:00:00,2.499922165,4925.943958,5.763909048,30.54185197,-7.50304599,-12.09459914,4933.325342,57.64879836,2387.689355,10.58693697,-11.05738369,-8.300314691,FALSE,FALSE,1,0,-51307.99637
ftes_1hour,1/5/2025 20:00,2025-01-05T20:00:00,2.500091264,4927.253598,5.762422024,30.53790516,-7.502284239,-12.15340153,4935.458832,57.69647128,2388.627317,10.59217212,-11.03525399,-8.3383503,FALSE,FALSE,1,0,7744.812211
ftes_1hour,1/5/2025 21:00,2025-01-05T21:00:00,2.500059029,4926.747455,5.761376723,30.59970429,-7.525751657,-12.27165594,4936.227922,57.81738412,2389.77354,10.70104351,-11.08766493,-8.302972406,FALSE,FALSE,1,0,15701.65969
ftes_1hour,1/5/2025 22:00,2025-01-05T22:00:00,2.499795208,4925.856377,5.675015768,30.53494098,-7.550479109,-12.21744164,4936.694199,58.03934479,2390.525643,10.75257988,-11.0732187,-8.32257135,FALSE,FALSE,1,0,3377.58556
ftes_1hour,1/5/2025 23:00,2025-01-05T23:00:00,2.500089974,4923.930517,5.707467604,30.5472058,-7.512316299,-12.28919531,4932.719682,57.91087229,2390.93308,10.71094369,-11.036454,-8.318779534,FALSE,FALSE,1,0,-6533.521505
ftes_1hour,1/6/2025 0:00,2025-01-06T00:00:00,2.500098109,4924.085452,5.667931717,30.54243764,-7.500593703,-12.2814061,4932.741833,57.84936601,2391.393614,10.78950275,-11.04800387,-8.29709989,FALSE,FALSE,1,0,19045.48248
ftes_1hour,1/6/2025 1:00,2025-01-06T01:00:00,2.499986754,4929.704092,5.704421893,30.64015201,-7.454668909,-12.26222869,4937.125854,57.86533005,2392.308188,10.68846013,-11.12348929,-8.224373885,FALSE,FALSE,1,0,-50457.00687
ftes_1hour,1/6/2025 2:00,2025-01-06T02:00:00,2.499971823,4929.059617,5.825427721,30.59033496,-7.495688153,-12.22050272,4936.717122,57.7956898,2392.9691,10.62406668,-11.17570724,-8.190346254,FALSE,FALSE,1,0,43163.55234
ftes_1hour,1/6/2025 3:00,2025-01-06T03:00:00,2.49982675,4930.764475,5.496782843,30.60295364,-7.388521788,-12.22365317,4938.798788,57.84031919,2393.662263,10.41139453,-11.04802097,-8.265975729,FALSE,FALSE,1,0,-11751.72499
ftes_1hour,1/6/2025 4:00,2025-01-06T04:00:00,2.500195392,4933.528564,5.412163452,30.560058,-7.474708107,-12.20639607,4941.897216,57.9436201,2394.502918,10.44605513,-11.08533552,-8.326345514,FALSE,FALSE,1,0,7498.03061
ftes_1hour,1/6/2025 5:00,2025-01-06T05:00:00,2.500100868,4934.868629,5.417331894,30.57662923,-7.485208196,-12.23499661,4944.322656,57.93834545,2395.282417,10.58416148,-11.14322328,-8.313740496,FALSE,FALSE,1,0,-14176.98151
ftes_1hour,1/6/2025 6:00,2025-01-06T06:00:00,2.499745807,4932.138414,5.344641734,30.5802474,-7.459630038,-12.22250295,4941.757834,57.71606299,2395.395473,10.62699754,-11.16537942,-8.327397272,FALSE,FALSE,1,0,7689.425197
ftes_1hour,1/6/2025 7:00,2025-01-06T07:00:00,2.500090968,4934.450361,5.414149349,30.53380591,-7.449130973,-12.22467456,4942.076499,57.80131491,2395.436046,10.79892307,-11.19522274,-8.31911139,FALSE,FALSE,1,0,6698.16984
ftes_1hour,1/6/2025 8:00,2025-01-06T08:00:00,2.499948436,4938.959805,5.426238446,30.52688943,-7.425546475,-12.2911133,4947.691351,57.67200879,2395.378113,10.97619005,-11.0687525,-8.360428742,FALSE,FALSE,1,0,-31638.11635
ftes_1hour,1/6/2025 9:00,2025-01-06T09:00:00,2.50028413,4940.163621,5.435663463,30.47149795,-7.502925883,-12.27692059,4949.092375,57.80214608,2395.626411,10.96364306,-10.98502994,-8.330862723,FALSE,FALSE,1,0,3586.051583
ftes_1hour,1/6/2025 10:00,2025-01-06T10:00:00,2.499844985,4939.365217,5.433309707,30.51425282,-7.518570797,-12.2900504,4948.115683,57.7515404,2395.637885,11.4106744,-11.0718824,-8.292781486,FALSE,FALSE,1,0,1818.08742
ftes_1hour,1/6/2025 11:00,2025-01-06T11:00:00,2.499797876,4939.281735,5.400968252,30.54099899,-7.550764004,-12.29715622,4947.206546,57.82593668,2396.260593,11.32115961,-11.10381922,-8.27670624,FALSE,FALSE,1,0,1772.102995
ftes_1hour,1/6/2025 12:00,2025-01-06T12:00:00,2.500275687,4938.019363,5.439805638,30.47063872,-7.539026141,-12.3475776,4945.248129,57.95056098,2396.593828,11.1690324,-11.05463905,-8.253661059,FALSE,FALSE,1,0,-2641.990243
ftes_1hour,1/6/2025 13:00,2025-01-06T13:00:00,2.49994614,4940.209338,5.32472628,30.44179768,-7.4549035,-12.4371478,4947.353925,57.76663903,2396.853455,11.2545415,-11.09632678,-8.23172463,FALSE,FALSE,1,0,-6645.410215
ftes_1hour,1/6/2025 14:00,2025-01-06T14:00:00,2.49980524,4943.440834,5.321186989,30.42834086,-7.468976675,-12.64619112,4950.625469,57.73623719,2396.692871,10.86991552,-11.11428063,-8.257929123,FALSE,FALSE,1,0,-22934.67708
ftes_1hour,1/6/2025 15:00,2025-01-06T15:00:00,2.499924768,4945.369513,5.262877529,30.45325948,-7.487824675,-12.79776965,4953.456063,57.77967591,2397.176435,10.8486592,-11.02609446,-8.249879233,FALSE,FALSE,1,0,16135.79245
ftes_1hour,1/6/2025 16:00,2025-01-06T16:00:00,2.50006906,4945.835391,5.308286645,30.45780073,-7.453636233,-12.92243602,4955.340421,57.75438145,2397.522452,10.64281363,-11.01997925,-8.252684111,FALSE,FALSE,1,0,3228.716769
ftes_1hour,1/6/2025 17:00,2025-01-06T17:00:00,2.500039168,4947.407501,5.361298723,30.45997408,-7.362056366,-12.98736832,4957.076622,57.69787584,2397.348004,10.88839137,-11.05629188,-8.191726992,FALSE,FALSE,1,0,-52593.00147
ftes_1hour,1/6/2025 18:00,2025-01-06T18:00:00,2.499954178,4948.335885,5.306703481,30.4961428,-7.44358977,-13.11125495,4957.929425,57.55824082,2397.199746,11.09800484,-11.10177905,-8.189154494,FALSE,FALSE,1,0,-10923.44982
ftes_1hour,1/6/2025 19:00,2025-01-06T19:00:00,2.499984114,4950.330857,5.234607801,30.46374908,-7.485001417,-13.31678291,4958.691841,57.62152892,2397.347768,10.82277754,-11.11307901,-8.253361853,FALSE,FALSE,1,0,66641.23463
ftes_1hour,1/6/2025 20:00,2025-01-06T20:00:00,2.49997858,4950.098816,5.125429611,30.48953119,-7.399619706,-13.36759041,4959.382248,57.61479528,2397.211545,10.79881987,-11.0931158,-8.239702916,FALSE,FALSE,1,0,41930.06867
ftes_1hour,1/6/2025 21:00,2025-01-06T21:00:00,2.500202383,4951.401275,4.989833705,30.53727686,-7.429995117,-13.38890819,4960.270393,57.45666081,2397.232308,10.85550142,-11.05704193,-8.216958573,FALSE,FALSE,1,0,5819.667297
ftes_1hour,1/6/2025 22:00,2025-01-06T22:00:00,2.499969821,4950.479709,5.02478171,30.54649544,-7.435799355,-13.41035161,4959.764323,57.40515585,2397.501807,10.92142388,-11.1485643,-8.211513099,FALSE,FALSE,1,0,3962.66802
ftes_1hour,1/6/2025 23:00,2025-01-06T23:00:00,2.499858278,4951.308489,5.285041045,30.57133368,-7.320669758,-13.48945273,4962.133138,57.58434712,2397.059465,10.77483306,-11.09836237,-8.236864942,FALSE,FALSE,1,0,-7430.13905
ftes_1hour,1/7/2025 0:00,2025-01-07T00:00:00,2.501979525,4951.827363,5.48753025,30.50018373,-7.2962786,-13.34549767,4958.971159,57.4623064,2397.028576,11.06562565,-11.09850893,-8.231866025,FALSE,FALSE,1,0,244.6080065
ftes_1hour,1/7/2025 1:00,2025-01-07T01:00:00,2.500139983,4953.978508,5.339096742,30.49960682,-7.413175289,-13.58614988,4963.660432,57.60761135,2396.192131,10.82057655,-11.02142355,-8.218063239,FALSE,FALSE,1,0,-1169.39162
ftes_1hour,1/7/2025 2:00,2025-01-07T02:00:00,2.49986078,4952.683651,5.343798763,30.54745569,-7.338526234,-13.6332238,4962.527363,57.54380922,2395.84836,10.81369404,-11.00917561,-8.289323418,FALSE,FALSE,1,0,4637.690139
ftes_1hour,1/7/2025 3:00,2025-01-07T03:00:00,2.499952328,4954.462998,5.356164612,30.5418098,-7.374452726,-13.51691039,4964.477274,57.62501934,2395.974951,10.73118171,-11.10303889,-8.295109977,FALSE,FALSE,1,0,19436.21925
ftes_1hour,1/7/2025 4:00,2025-01-07T04:00:00,2.500047987,4957.525889,5.367640786,30.18422908,-7.359517082,-13.53646109,4965.089858,57.80388689,2395.634605,10.98419063,-11.1059866,-8.270576799,FALSE,FALSE,1,0,32018.8482
ftes_1hour,1/7/2025 5:00,2025-01-07T05:00:00,2.499953471,4960.091202,5.314927816,30.18103551,-7.378811893,-13.52484878,4967.394317,57.85702102,2395.160227,10.93491482,-11.15985151,-8.253982904,FALSE,FALSE,1,0,-27141.57391
ftes_1hour,1/7/2025 6:00,2025-01-07T06:00:00,2.500134888,4963.184929,5.22567958,30.20439172,-7.385717635,-13.53969972,4969.873505,57.75808828,2395.359614,11.13484242,-11.21959362,-8.273905125,FALSE,FALSE,1,0,17053.12622
ftes_1hour,1/7/2025 7:00,2025-01-07T07:00:00,2.499881675,4962.707094,5.090794397,30.18633992,-7.419496858,-13.518188,4970.012632,57.72115874,2394.78259,10.86418737,-11.17647273,-8.257689606,FALSE,FALSE,1,0,1887.087156
ftes_1hour,1/7/2025 8:00,2025-01-07T08:00:00,2.499946787,4964.472909,4.991385841,30.22762909,-7.415664944,-13.49901976,4971.339961,57.81452937,2394.149863,10.92954578,-11.21806833,-8.281639989,FALSE,FALSE,1,0,27119.65536
ftes_1hour,1/7/2025 9:00,2025-01-07T09:00:00,2.500107752,4967.271593,5.035263928,30.28639591,-7.366663676,-13.32011945,4975.067756,57.80552556,2393.76519,11.04819722,-11.16710193,-8.221091078,FALSE,FALSE,1,0,17386.9102
ftes_1hour,1/7/2025 10:00,2025-01-07T10:00:00,2.499959841,4968.480822,5.003199861,30.29943017,-7.353695903,-13.28310794,4975.950687,57.70044608,2393.271281,11.22613227,-11.14641704,-8.296425385,FALSE,FALSE,1,0,-8175.382494
ftes_1hour,1/7/2025 11:00,2025-01-07T11:00:00,2.500149011,4967.597693,5.036975001,30.30648115,-7.298174088,-13.10283486,4975.181082,57.65680522,2393.318414,11.18021667,-11.16448387,-8.282093034,FALSE,FALSE,1,0,-4668.441085
ftes_1hour,1/7/2025 12:00,2025-01-07T12:00:00,2.499758978,4970.088468,4.832201507,30.31728209,-7.053188246,-12.8483794,4976.117144,57.90035456,2392.270217,10.51102273,-11.1347337,-8.268041157,FALSE,FALSE,1,0,-6386.062205
ftes_1hour,1/7/2025 13:00,2025-01-07T13:00:00,2.500082091,4968.931815,4.955097828,30.20483793,-6.690043133,-12.55633646,4974.762019,58.00528742,2391.032736,9.500440835,-11.32270843,-8.278341245,FALSE,FALSE,1,0,-3579.716694
ftes_1hour,1/7/2025 14:00,2025-01-07T14:00:00,2.499958431,4968.958435,4.916657106,30.20722832,-6.298931781,-12.33197358,4974.914905,57.04044811,2390.188669,9.533744723,-11.47448983,-8.22962455,FALSE,FALSE,1,0,-215.2676694
ftes_1hour,1/7/2025 15:00,2025-01-07T15:00:00,2.500246069,4969.187667,4.930400507,30.1448317,-5.937184179,-12.1829656,4975.874734,56.51441554,2390.243543,9.396185694,-11.40170565,-8.240402394,FALSE,FALSE,1,0,796.9461615
ftes_1hour,1/7/2025 16:00,2025-01-07T16:00:00,2.499786583,4969.483965,4.913155285,30.08108606,-5.88091824,-12.19559678,4976.078745,57.80570722,2391.016296,9.452269153,-11.44105207,-8.265463632,FALSE,FALSE,1,0,-644.846633
ftes_1hour,1/7/2025 17:00,2025-01-07T17:00:00,2.500035908,4971.046579,4.986036372,30.15878118,-5.887683278,-12.15309557,4977.978317,57.85020545,2391.765991,9.551861181,-11.37215544,-8.234263745,FALSE,FALSE,1,0,6267.37792
ftes_1hour,1/7/2025 18:00,2025-01-07T18:00:00,2.499989391,4970.105993,4.939994181,30.22944397,-5.906631149,-12.12559829,4978.418519,57.73015163,2392.063079,9.638067912,-11.43185156,-8.273297744,FALSE,FALSE,1,0,20220.26356
ftes_1hour,1/7/2025 19:00,2025-01-07T19:00:00,2.500100784,4970.579536,5.078597615,30.2091877,-5.893309782,-12.25830981,4977.480795,57.65561306,2392.541356,9.628720239,-11.36218724,-8.292746238,FALSE,FALSE,1,0,4251.101954
ftes_1hour,1/7/2025 20:00,2025-01-07T20:00:00,2.499826633,4972.978771,5.169982923,30.31637373,-5.853342182,-12.25513992,4979.937277,57.42043982,2392.896437,9.39599016,-11.31634952,-8.174186979,FALSE,FALSE,1,0,-8751.509205
ftes_1hour,1/7/2025 21:00,2025-01-07T21:00:00,2.500065511,4977.953224,5.138145597,30.37045448,-5.872280045,-12.20800407,4983.991793,57.56635406,2393.444492,9.870332777,-11.37996132,-8.228316434,FALSE,FALSE,1,0,20824.24083
ftes_1hour,1/7/2025 22:00,2025-01-07T22:00:00,2.499819201,4978.17861,5.145960604,30.38048412,-5.907727991,-12.16432313,4984.391092,57.57355846,2394.011862,11.07966346,-11.31022146,-8.273419317,FALSE,FALSE,1,0,-915.0501401
ftes_1hour,1/7/2025 23:00,2025-01-07T23:00:00,2.500077958,4979.495207,5.106514984,30.42594488,-5.896484481,-12.17773712,4987.610549,57.40785358,2394.616451,10.8962692,-11.24340515,-8.245051932,FALSE,FALSE,1,0,5088.159934
ftes_1hour,1/8/2025 0:00,2025-01-08T00:00:00,2.500016914,4980.631313,4.854298142,30.40619147,-5.957806654,-12.14529436,4987.708022,57.09051176,2395.346136,10.94245944,-11.18424239,-8.269797297,FALSE,FALSE,1,0,-18611.26401
ftes_1hour,1/8/2025 1:00,2025-01-08T01:00:00,2.500014526,4980.772317,4.846145018,30.38622244,-5.949840373,-12.12323066,4988.211174,57.26637774,2395.539759,10.96156794,-11.1383448,-8.219554393,FALSE,FALSE,1,0,-59046.90117
ftes_1hour,1/8/2025 2:00,2025-01-08T02:00:00,2.499771046,4977.775755,4.833999072,30.27574113,-6.037875647,-12.1557596,4984.881778,57.40816366,2395.868771,11.0793461,-11.19863829,-8.229786193,FALSE,FALSE,1,0,12307.22031
ftes_1hour,1/8/2025 3:00,2025-01-08T03:00:00,2.500349983,4978.02643,4.820989409,30.22824195,-6.349235245,-12.07251605,4984.657589,57.41164818,2395.652858,11.16081713,-11.1944453,-8.216239244,FALSE,FALSE,1,0,432.9918454
ftes_1hour,1/8/2025 4:00,2025-01-08T04:00:00,2.499742717,4979.820419,4.847141701,30.22669889,-6.707402863,-12.0946133,4986.128419,57.80093781,2395.57228,11.09817968,-11.17303057,-8.268578416,FALSE,FALSE,1,0,-2954.206229
ftes_1hour,1/8/2025 5:00,2025-01-08T05:00:00,2.500194141,4984.529953,4.914129784,30.30172539,-6.976849765,-12.14935174,4989.975264,58.59754149,2395.399893,11.13195805,-11.18572805,-8.251991471,FALSE,FALSE,1,0,10432.61767
ftes_1hour,1/8/2025 6:00,2025-01-08T06:00:00,2.500144749,4988.188061,4.869038759,30.37848006,-7.077690118,-12.13796356,4993.753971,58.88447641,2395.020768,9.946389765,-11.29712336,-8.258776218,FALSE,FALSE,1,0,-74062.7632
ftes_1hour,1/8/2025 7:00,2025-01-08T07:00:00,2.499943386,4988.06518,4.771214557,30.31573766,-7.147773201,-12.13768958,4993.1638,58.9083184,2394.933357,9.797744013,-11.22950715,-8.250789341,FALSE,FALSE,1,0,610.2461723
ftes_1hour,1/8/2025 8:00,2025-01-08T08:00:00,2.49994885,4989.380446,4.731539022,30.29113891,-7.163350373,-12.14652767,4994.12184,58.85503628,2394.88838,9.692810236,-11.2669421,-8.291956481,FALSE,FALSE,1,0,240714.8609
