window_id,start_time,end_time,split,regime_label,gnn_top_pairs,parsed_top_pairs,confidence,parse_ok,parse_error,top3_overlap_rate,jaccard_at_3,top1_match_rate
2048,2025-03-07T05:00:00,2025-03-07T16:00:00,test,producing,"[""tc_interval_pressure__tl_bottom_pressure"", ""tc_bottom_pressure__tc_interval_pressure"", ""tc_interval_pressure__tn_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2049,2025-03-07T06:00:00,2025-03-07T17:00:00,test,producing,"[""tc_bottom_pressure__tc_interval_pressure"", ""tc_interval_pressure__tl_bottom_pressure"", ""tc_interval_pressure__tn_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2050,2025-03-07T07:00:00,2025-03-07T18:00:00,test,producing,"[""tc_interval_pressure__tl_bottom_pressure"", ""tc_bottom_pressure__tc_interval_pressure"", ""tc_interval_pressure__tn_bottom_pressure""]","[""tl_bottom_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure"", ""tc_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2051,2025-03-07T08:00:00,2025-03-07T19:00:00,test,producing,"[""tc_interval_pressure__tl_bottom_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tn_bottom_pressure""]","[""tl_bottom_pressure__tn_bottom_pressure"", ""tl_bottom_pressure__tu_bottom_pressure"", ""tn_bottom_pressure__tu_bottom_pressure""]",0.7,True,,0.3333333333333333,0.2,0.0
2052,2025-03-07T09:00:00,2025-03-07T20:00:00,test,producing,"[""tc_interval_pressure__tn_bottom_pressure"", ""tc_bottom_pressure__tc_interval_pressure"", ""tc_interval_pressure__tl_bottom_pressure""]","[""tl_bottom_pressure__tn_bottom_pressure"", ""tc_bottom_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2053,2025-03-07T10:00:00,2025-03-07T21:00:00,test,producing,"[""tc_bottom_pressure__tc_interval_pressure"", ""tc_interval_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_bottom_pressure""]","[""tl_bottom_pressure__tn_bottom_pressure"", ""tc_bottom_pressure__tu_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2054,2025-03-07T11:00:00,2025-03-07T22:00:00,test,producing,"[""tc_bottom_pressure__tc_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""tc_interval_pressure__tl_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tc_interval_pressure__tl_interval_pressure"", ""ts_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2055,2025-03-07T12:00:00,2025-03-07T23:00:00,test,producing,"[""tc_interval_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure"", ""tl_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tc_interval_pressure__tl_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2056,2025-03-07T13:00:00,2025-03-08T00:00:00,test,producing,"[""tc_interval_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure"", ""tl_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tc_interval_pressure__tl_interval_pressure"", ""tc_bottom_pressure__tl_bottom_pressure""]",0.7,True,,0.0,0.0,0.0
2057,2025-03-07T14:00:00,2025-03-08T01:00:00,test,producing,"[""ts_bottom_pressure__ts_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]",,,False,invalid_pair_id,0.0,0.0,0.0
2058,2025-03-07T15:00:00,2025-03-08T02:00:00,test,producing,"[""ts_bottom_pressure__ts_interval_pressure"", ""tc_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2059,2025-03-07T16:00:00,2025-03-08T03:00:00,test,producing,"[""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2060,2025-03-07T17:00:00,2025-03-08T04:00:00,test,producing,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2061,2025-03-07T18:00:00,2025-03-08T05:00:00,test,producing,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure"", ""tc_interval_pressure__tn_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2062,2025-03-07T19:00:00,2025-03-08T06:00:00,test,producing,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]",,,False,invalid_pair_id,0.0,0.0,0.0
2063,2025-03-07T20:00:00,2025-03-08T07:00:00,test,producing,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2064,2025-03-07T21:00:00,2025-03-08T08:00:00,test,producing,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure"", ""tc_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2065,2025-03-07T22:00:00,2025-03-08T09:00:00,test,producing,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure"", ""tc_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2066,2025-03-07T23:00:00,2025-03-08T10:00:00,test,producing,"[""ts_bottom_pressure__ts_interval_pressure"", ""tc_bottom_pressure__ts_bottom_pressure"", ""tl_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2067,2025-03-08T00:00:00,2025-03-08T11:00:00,test,producing,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure"", ""tc_interval_pressure__tn_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2068,2025-03-08T01:00:00,2025-03-08T12:00:00,test,producing,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2069,2025-03-08T02:00:00,2025-03-08T13:00:00,test,idle,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tl_interval_pressure__tn_interval_pressure"", ""tc_interval_pressure__tn_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2070,2025-03-08T03:00:00,2025-03-08T14:00:00,test,idle,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2071,2025-03-08T04:00:00,2025-03-08T15:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2072,2025-03-08T05:00:00,2025-03-08T16:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2073,2025-03-08T06:00:00,2025-03-08T17:00:00,test,idle,"[""ts_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2074,2025-03-08T07:00:00,2025-03-08T18:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2075,2025-03-08T08:00:00,2025-03-08T19:00:00,test,idle,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2076,2025-03-08T09:00:00,2025-03-08T20:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2077,2025-03-08T10:00:00,2025-03-08T21:00:00,test,idle,"[""tc_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tu_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,0.0
2078,2025-03-08T11:00:00,2025-03-08T22:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tn_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2079,2025-03-08T12:00:00,2025-03-08T23:00:00,test,idle,"[""ts_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tn_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2080,2025-03-08T13:00:00,2025-03-09T00:00:00,test,idle,"[""tn_interval_pressure__tu_bottom_pressure"", ""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,0.0
2081,2025-03-08T14:00:00,2025-03-09T01:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2082,2025-03-08T15:00:00,2025-03-09T02:00:00,test,idle,"[""tn_bottom_pressure__tn_interval_pressure"", ""tn_bottom_pressure__tu_bottom_pressure"", ""tc_bottom_pressure__tn_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2083,2025-03-08T16:00:00,2025-03-09T03:00:00,test,idle,"[""tc_interval_pressure__tl_bottom_pressure"", ""tc_bottom_pressure__tc_interval_pressure"", ""tc_interval_pressure__tn_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2084,2025-03-08T17:00:00,2025-03-09T04:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2085,2025-03-08T18:00:00,2025-03-09T05:00:00,test,idle,"[""ts_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""tn_bottom_pressure__tn_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2086,2025-03-08T19:00:00,2025-03-09T06:00:00,test,idle,"[""ts_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2087,2025-03-08T20:00:00,2025-03-09T07:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2088,2025-03-08T21:00:00,2025-03-09T08:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2089,2025-03-08T22:00:00,2025-03-09T09:00:00,test,idle,"[""ts_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2090,2025-03-08T23:00:00,2025-03-09T10:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2091,2025-03-09T00:00:00,2025-03-09T11:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2092,2025-03-09T01:00:00,2025-03-09T12:00:00,test,idle,"[""tn_interval_pressure__tu_bottom_pressure"", ""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,0.0
2093,2025-03-09T02:00:00,2025-03-09T13:00:00,test,idle,"[""ts_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2094,2025-03-09T03:00:00,2025-03-09T14:00:00,test,idle,"[""ts_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tn_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2095,2025-03-09T04:00:00,2025-03-09T15:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2096,2025-03-09T05:00:00,2025-03-09T16:00:00,test,idle,"[""tc_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__tu_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2097,2025-03-09T06:00:00,2025-03-09T17:00:00,test,idle,"[""ts_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2098,2025-03-09T07:00:00,2025-03-09T18:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2099,2025-03-09T08:00:00,2025-03-09T19:00:00,test,idle,"[""ts_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2100,2025-03-09T09:00:00,2025-03-09T20:00:00,test,idle,"[""tn_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__tu_bottom_pressure"", ""tl_interval_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2101,2025-03-09T10:00:00,2025-03-09T21:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2102,2025-03-09T11:00:00,2025-03-09T22:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2103,2025-03-09T12:00:00,2025-03-09T23:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2104,2025-03-09T13:00:00,2025-03-10T00:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2105,2025-03-09T14:00:00,2025-03-10T01:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2106,2025-03-09T15:00:00,2025-03-10T02:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2107,2025-03-09T16:00:00,2025-03-10T03:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2108,2025-03-09T17:00:00,2025-03-10T04:00:00,test,idle,"[""tc_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__tu_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2109,2025-03-09T18:00:00,2025-03-10T05:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2110,2025-03-09T19:00:00,2025-03-10T06:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tc_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2111,2025-03-09T20:00:00,2025-03-10T07:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2112,2025-03-09T21:00:00,2025-03-10T08:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2113,2025-03-09T22:00:00,2025-03-10T09:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2114,2025-03-09T23:00:00,2025-03-10T10:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2115,2025-03-10T00:00:00,2025-03-10T11:00:00,test,idle,"[""tc_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""ts_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2116,2025-03-10T01:00:00,2025-03-10T12:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""ts_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2117,2025-03-10T02:00:00,2025-03-10T13:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
