model,monitoring_location_id,flow_rate,rolling_21,true_label,arima_test_rmse,llm_prediction,llm_confidence,parse_ok,parse_error
phi-3.5-mini-instruct,USGS-12508990,3630.0,3069.5238095238096,Medium,3228.228865323477,High,0.9,True,
phi-3.5-mini-instruct,USGS-12449950,2370.0,2118.5714285714284,Low,1670.1993533228897,High,0.9,True,
phi-3.5-mini-instruct,USGS-12467000,31.2,38.21904761904762,Low,46.87120300321422,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12431000,203.0,214.42857142857144,Low,230.0085108294793,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12484500,1230.0,1741.904761904762,Low,2404.9955726944195,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13351000,505.0,709.5238095238095,Low,936.9136059387152,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12447200,6750.0,4324.761904761905,Medium,2142.1682734627743,High,0.9,True,
phi-3.5-mini-instruct,USGS-12456500,279.0,362.6666666666667,Low,429.0969748447744,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12508990,6420.0,7672.380952380952,Medium,3228.228865323477,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452500,1280.0,1276.6666666666667,Low,1009.0855554321142,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12488500,140.0,289.1904761904762,Low,279.3940058356053,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13344500,336.0,232.1428571428571,Low,183.7302587220333,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12447200,5580.0,3002.3809523809523,Medium,2142.1682734627743,High,0.95,True,
phi-3.5-mini-instruct,USGS-12465400,0.84,0.5242857142857251,Low,28.439489028704404,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12452500,885.0,1813.2380952380952,Low,1009.0855554321142,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-14013700,46.8,43.84761904761905,Low,173.22209602109686,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-14107000,595.0,663.3809523809524,Low,309.4773905537867,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12447383,927.0,1064.5238095238096,Low,673.2079271093021,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12431500,428.0,463.3809523809524,Low,266.07643168612685,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12452990,135.0,140.95238095238096,Low,464.545206702337,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-13334300,15900.0,16600.0,High,18631.86432537051,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12456500,356.0,236.57142857142856,Low,429.0969748447744,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-14113000,2480.0,2335.714285714286,Low,1233.3436263976494,High,0.9,True,
phi-3.5-mini-instruct,USGS-12449500,1330.0,1178.2857142857142,Low,1502.8300317743503,High,0.85,True,
phi-3.5-mini-instruct,USGS-12465400,1.0,1.0,Low,28.439489028704404,Medium,1.0,True,
phi-3.5-mini-instruct,USGS-14013000,25.9,25.104761904761908,Low,139.96007401129722,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12447390,6.0,8.0,Low,37.20775723529282,Low,0.6,True,
phi-3.5-mini-instruct,USGS-12447383,13.2,29.004761904761907,Low,673.2079271093021,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12424000,583.0,1250.3000000000002,Low,486.192387119909,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12448000,89.7,166.135,Low,424.7138682386691,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12448998,481.0,260.1904761904762,Low,309.39979389679627,High,0.9,True,
phi-3.5-mini-instruct,USGS-12448500,470.0,461.2380952380952,Low,1154.4545536589758,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12431500,1180.0,1264.952380952381,Low,266.07643168612685,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12456500,1360.0,1770.0,Low,429.0969748447744,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12472600,185.0,105.0,Low,56.52799863011091,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452990,272.0,250.52380952380952,Low,464.545206702337,High,0.85,True,
phi-3.5-mini-instruct,USGS-12445000,6350.0,4959.047619047619,Medium,2161.6195853191502,High,0.9,True,
phi-3.5-mini-instruct,USGS-12448998,172.0,91.4047619047619,Low,309.39979389679627,High,0.9,True,
phi-3.5-mini-instruct,USGS-12472600,197.0,232.8571428571429,Low,56.52799863011091,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452500,1650.0,1812.0,Low,1009.0855554321142,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12510500,871.0,742.047619047619,Low,3492.406807749207,High,0.85,True,
phi-3.5-mini-instruct,USGS-12456500,1150.0,1979.047619047619,Low,429.0969748447744,Low,0.95,True,
phi-3.5-mini-instruct,USGS-12462500,10700.0,10954.761904761905,High,3884.520412338176,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12449950,286.0,290.23809523809524,Low,1670.1993533228897,Medium,0.92,True,
phi-3.5-mini-instruct,USGS-12502500,70.5,133.36666666666665,Low,83.27659503307245,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12451000,1400.0,1612.857142857143,Low,1255.535243930351,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12457000,532.0,590.0,Low,2623.5994617046144,Medium,0.6,True,
phi-3.5-mini-instruct,USGS-13348000,10.8,11.965238095238096,Low,136.48781261754797,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-13335050,31.7,32.47142857142857,Low,87.55100282214526,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-14111400,3010.0,2166.190476190476,Medium,753.8943709183061,High,0.9,True,
phi-3.5-mini-instruct,USGS-14013000,273.0,273.6428571428572,Low,139.96007401129722,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12457000,1250.0,1593.857142857143,Low,2623.5994617046144,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452990,2020.0,2461.904761904762,Low,464.545206702337,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452890,412.0,226.90952380952385,Low,81.48119864454674,High,0.9,True,
phi-3.5-mini-instruct,USGS-14107000,570.0,345.3809523809524,Low,309.4773905537867,High,0.9,True,
phi-3.5-mini-instruct,USGS-12424000,37.0,40.195238095238096,Low,486.192387119909,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452990,257.0,205.0952380952381,Low,464.545206702337,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12467000,18.0,18.96666666666667,Low,46.87120300321422,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12448500,797.0,978.904761904762,Low,1154.4545536589758,Medium,0.6,True,
phi-3.5-mini-instruct,USGS-12449500,512.0,325.3333333333333,Low,1502.8300317743503,High,0.85,True,
phi-3.5-mini-instruct,USGS-12452990,163.0,153.95238095238096,Low,464.545206702337,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-13334300,25600.0,18604.761904761905,High,18631.86432537051,High,0.9,True,
phi-3.5-mini-instruct,USGS-12451000,2500.0,1736.3333333333333,Low,1255.535243930351,High,0.9,True,
phi-3.5-mini-instruct,USGS-12500450,2560.0,2834.285714285714,Low,2543.163189720396,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12467000,14.0,7.642857142857143,Low,46.87120300321422,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-14107000,284.0,372.0952380952381,Low,309.4773905537867,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14107000,80.8,96.5047619047619,Low,309.4773905537867,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12431500,597.0,619.2857142857143,Low,266.07643168612685,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12448500,477.0,249.33333333333337,Low,1154.4545536589758,High,0.9,True,
phi-3.5-mini-instruct,USGS-14113000,4290.0,4812.380952380952,Medium,1233.3436263976494,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-13348000,5.77,5.435238095238096,Low,136.48781261754797,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12449950,5820.0,5318.095238095239,Medium,1670.1993533228897,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452890,128.0,128.0,Low,81.48119864454674,Medium,1.0,True,
phi-3.5-mini-instruct,USGS-12442500,436.0,442.9047619047619,Low,1966.7599058711344,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-14018500,937.0,2038.0,Low,918.4129278545872,Low,0.25,True,
phi-3.5-mini-instruct,USGS-12442500,620.0,593.3333333333334,Low,1966.7599058711344,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12464800,2.46,3.1204761904761904,Low,10.235605106276356,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12442500,1070.0,989.095238095238,Low,1966.7599058711344,High,0.85,True,
phi-3.5-mini-instruct,USGS-12500450,3380.0,3555.714285714286,Medium,2543.163189720396,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12449500,5410.0,3326.190476190476,Medium,1502.8300317743503,High,0.9,True,
phi-3.5-mini-instruct,USGS-12508990,2000.0,2176.6666666666665,Low,3228.228865323477,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12447200,2070.0,2720.0,Low,2142.1682734627743,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12505450,35.8,36.695238095238096,Low,28.497420484692174,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12452890,70.6,24.104761904761904,Low,81.48119864454674,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12422500,4830.0,3568.095238095238,Medium,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-12439500,295.0,280.8095238095238,Low,253.09296883655048,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12431000,116.0,102.36190476190475,Low,230.0085108294793,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13335050,50.6,74.17142857142858,Low,87.55100282214526,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13348000,1.91,2.1833333333333336,Low,136.48781261754797,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12458000,201.0,310.2857142857143,Low,778.0209698128198,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13335050,43.2,41.59047619047619,Low,87.55100282214526,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12452890,47.7,29.02380952380953,Low,81.48119864454674,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-14113000,1670.0,975.7142857142856,Low,1233.3436263976494,High,0.9,True,
phi-3.5-mini-instruct,USGS-14013700,228.0,210.6190476190476,Low,173.22209602109686,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12431000,434.0,470.57142857142856,Low,230.0085108294793,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12462500,1240.0,1402.3809523809523,Low,3884.520412338176,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-13344500,125.0,118.04761904761904,Low,183.7302587220333,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12448500,199.0,173.76190476190476,Low,1154.4545536589758,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12467000,17.2,20.88095238095238,Low,46.87120300321422,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12465000,41.7,36.39047619047619,Low,53.21281910789904,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12505450,46.3,25.8,Low,28.497420484692174,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12452890,22.7,24.223809523809525,Low,81.48119864454674,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12451000,276.0,324.04761904761904,Low,1255.535243930351,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12464800,0.42,0.5947619047619048,Low,10.235605106276356,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12484500,870.0,1160.857142857143,Low,2404.9955726944195,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12457000,446.0,614.1904761904761,Low,2623.5994617046144,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13335050,137.0,118.17142857142856,Low,87.55100282214526,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12472800,49500.0,63209.52380952381,High,31822.81984033152,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12439500,2760.0,1866.5238095238096,Low,253.09296883655048,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452800,1140.0,2183.333333333333,Low,377.8042179976496,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14111400,2090.0,1838.095238095238,Low,753.8943709183061,High,0.9,True,
phi-3.5-mini-instruct,USGS-12422500,2360.0,2312.3809523809523,Low,6063.167585115459,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12465400,0.74,0.6390476190476299,Low,28.439489028704404,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12447383,644.0,440.9047619047619,Low,673.2079271093021,High,0.9,True,
phi-3.5-mini-instruct,USGS-12442500,593.0,924.904761904762,Low,1966.7599058711344,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12464800,0.3,0.3,Low,10.235605106276356,Low,1.0,True,
phi-3.5-mini-instruct,USGS-14015000,5.22,4.976190476190476,Low,169.295782003557,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12431500,634.0,671.9047619047619,Low,266.07643168612685,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12508990,4300.0,5464.761904761905,Medium,3228.228865323477,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14013000,71.4,237.8857142857143,Low,139.96007401129722,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452500,2050.0,1601.428571428571,Low,1009.0855554321142,High,0.9,True,
phi-3.5-mini-instruct,USGS-13344500,54.1,67.29047619047618,Low,183.7302587220333,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14113000,1900.0,2440.0,Low,1233.3436263976494,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12456500,1500.0,838.952380952381,Low,429.0969748447744,High,0.9,True,
phi-3.5-mini-instruct,USGS-12449950,757.0,1060.904761904762,Low,1670.1993533228897,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12464800,0.3,0.3,Low,10.235605106276356,Low,1.0,True,
phi-3.5-mini-instruct,USGS-12445000,1040.0,955.095238095238,Low,2161.6195853191502,High,0.9,True,
phi-3.5-mini-instruct,USGS-12484500,1190.0,1244.6666666666667,Low,2404.9955726944195,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12431000,377.0,447.8095238095238,Low,230.0085108294793,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14018500,261.0,157.5285714285714,Low,918.4129278545872,High,0.9,True,
phi-3.5-mini-instruct,USGS-12502500,25.8,22.276190476190475,Low,83.27659503307245,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12459000,445.0,500.3809523809524,Low,3552.3653423727915,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12448500,323.0,345.6190476190476,Low,1154.4545536589758,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12431000,256.0,256.4761904761905,Low,230.0085108294793,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12452990,200.0,200.52380952380952,Low,464.545206702337,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12452500,2450.0,4318.095238095239,Low,1009.0855554321142,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12502500,79.0,105.14285714285714,Low,83.27659503307245,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12458000,97.0,125.66666666666669,Low,778.0209698128198,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13344500,125.0,96.8952380952381,Low,183.7302587220333,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12458000,266.0,364.4761904761905,Low,778.0209698128198,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12449500,563.0,927.3809523809524,Low,1502.8300317743503,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12424000,11.1,16.376190476190477,Low,486.192387119909,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12484500,2930.0,3378.095238095238,Low,2404.9955726944195,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12505450,58.1,50.82380952380952,Low,28.497420484692174,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12502500,15.5,19.61904761904762,Low,83.27659503307245,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12464800,0.12,0.1176190476190476,Low,10.235605106276356,Low,1.0,True,
phi-3.5-mini-instruct,USGS-14015000,478.0,463.9047619047619,Low,169.295782003557,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-14013700,32.9,33.75714285714285,Low,173.22209602109686,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12488500,152.0,416.8571428571428,Low,279.3940058356053,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12465400,0.15,0.1938095238095346,Low,28.439489028704404,Low,0.9,True,
phi-3.5-mini-instruct,USGS-14111400,1440.0,1189.571428571429,Low,753.8943709183061,High,0.9,True,
phi-3.5-mini-instruct,USGS-12462500,1370.0,1950.4761904761904,Low,3884.520412338176,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12424000,100.0,702.3809523809524,Low,486.192387119909,High,0.95,True,
phi-3.5-mini-instruct,USGS-12452890,206.0,207.0,Low,81.48119864454674,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12467000,20.0,18.695238095238093,Low,46.87120300321422,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12422500,10500.0,9839.047619047618,High,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-12422500,5370.0,4630.476190476191,Medium,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-12459000,1510.0,1434.2857142857142,Low,3552.3653423727915,High,0.9,True,
phi-3.5-mini-instruct,USGS-13334300,17800.0,16504.761904761905,High,18631.86432537051,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452800,80.0,84.33333333333333,Low,377.8042179976496,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12442500,815.0,963.2380952380952,Low,1966.7599058711344,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12465000,2.66,2.932380952380954,Low,53.21281910789904,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12448000,1040.0,2204.7619047619046,Low,424.7138682386691,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12465400,14.6,16.48095238095239,Low,28.439489028704404,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12459000,1540.0,1371.904761904762,Low,3552.3653423727915,High,0.85,True,
phi-3.5-mini-instruct,USGS-14015000,104.0,163.9047619047619,Low,169.295782003557,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12472600,170.0,183.3809523809524,Low,56.52799863011091,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12445000,5110.0,8430.952380952382,Medium,2161.6195853191502,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12424000,13.0,8.119047619047619,Low,486.192387119909,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-14015000,5.89,5.8342857142857145,Low,169.295782003557,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12451000,1040.0,689.952380952381,Low,1255.535243930351,High,0.9,True,
phi-3.5-mini-instruct,USGS-12448998,27.1,33.86666666666667,Low,309.39979389679627,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12447200,4960.0,7557.619047619048,Medium,2142.1682734627743,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13334300,19500.0,16538.095238095237,High,18631.86432537051,High,0.9,True,
phi-3.5-mini-instruct,USGS-12456500,174.42857142857142,234.73684210526315,Low,429.0969748447744,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12457000,1570.0,1868.6666666666667,Low,2623.5994617046144,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-14107000,379.0,435.04761904761904,Low,309.4773905537867,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12448500,591.0,437.6190476190476,Low,1154.4545536589758,High,0.85,True,
phi-3.5-mini-instruct,USGS-12451000,171.0,223.95238095238096,Low,1255.535243930351,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12510500,3160.0,2675.714285714286,Medium,3492.406807749207,High,0.9,True,
phi-3.5-mini-instruct,USGS-12431000,95.9,97.41904761904765,Low,230.0085108294793,Medium,0.965,True,
phi-3.5-mini-instruct,USGS-12422500,2110.0,2045.2380952380952,Low,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-13351000,546.0,662.3333333333334,Low,936.9136059387152,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12456500,412.0,818.6666666666666,Low,429.0969748447744,Low,0.65,True,
phi-3.5-mini-instruct,USGS-13335050,36.0,46.63333333333334,Low,87.55100282214526,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14113000,824.0,851.3809523809524,Low,1233.3436263976494,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-14018500,71.7,39.5,Low,918.4129278545872,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-14107000,218.0,273.07142857142856,Low,309.4773905537867,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12431000,128.0,116.0,Low,230.0085108294793,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12448000,108.0,108.77142857142856,Low,424.7138682386691,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12422500,2200.0,2025.7142857142856,Low,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452990,241.0,375.0,Low,464.545206702337,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12431000,387.0,563.5714285714286,Low,230.0085108294793,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12510500,652.0,1124.428571428571,Low,3492.406807749207,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12448000,501.0,634.5714285714286,Low,424.7138682386691,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452800,116.0,149.95238095238096,Low,377.8042179976496,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12508990,1460.0,1613.809523809524,Low,3228.228865323477,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14013700,151.0,285.7619047619048,Low,173.22209602109686,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452990,117.0,125.33333333333331,Low,464.545206702337,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12508990,4410.0,5080.476190476191,Medium,3228.228865323477,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12449500,2920.0,5660.952380952381,Low,1502.8300317743503,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-14107000,468.0,696.2380952380952,Low,309.4773905537867,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12467000,24.7,30.466666666666665,Low,46.87120300321422,Low,0.65,True,
phi-3.5-mini-instruct,USGS-13348000,6.0,13.36714285714286,Low,136.48781261754797,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13335050,88.9,121.07619047619048,Low,87.55100282214526,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12447200,1250.0,1156.190476190476,Low,2142.1682734627743,High,0.85,True,
phi-3.5-mini-instruct,USGS-13335050,87.0,106.1904761904762,Low,87.55100282214526,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12465400,0.09,0.0180952380952489,Low,28.439489028704404,Low,0.98,True,
phi-3.5-mini-instruct,USGS-14107000,79.3,78.85714285714286,Low,309.4773905537867,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-14013000,72.5,253.2333333333333,Low,139.96007401129722,Low,0.92,True,
phi-3.5-mini-instruct,USGS-12447390,4.0,4.208095238095238,Low,37.20775723529282,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12488500,66.3,98.39047619047618,Low,279.3940058356053,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12488500,1060.0,705.5714285714286,Low,279.3940058356053,High,0.9,True,
phi-3.5-mini-instruct,USGS-12439500,330.0,365.0,Low,253.09296883655048,Medium,0.6,True,
phi-3.5-mini-instruct,USGS-14015000,19.1,25.80476190476191,Low,169.295782003557,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14113000,1220.0,1748.095238095238,Low,1233.3436263976494,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12484500,1260.0,2360.4761904761904,Low,2404.9955726944195,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12439500,365.0,339.0,Low,253.09296883655048,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-14015000,48.0,97.6,Low,169.295782003557,Low,0.23846153846153847,True,
phi-3.5-mini-instruct,USGS-13335050,44.0,40.55238095238095,Low,87.55100282214526,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12472800,134000.0,141952.38095238095,High,31822.81984033152,High,0.9,True,
phi-3.5-mini-instruct,USGS-12447390,1.89,2.44,Low,37.20775723529282,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12465000,2.3,1.227142857142857,Low,53.21281910789904,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12465400,1.0,1.0,Low,28.439489028704404,Medium,1.0,True,
phi-3.5-mini-instruct,USGS-14113000,1220.0,1295.7142857142858,Low,1233.3436263976494,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12502500,202.0,227.8571428571429,Low,83.27659503307245,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12472800,99700.0,112780.95238095238,High,31822.81984033152,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12464800,0.53,0.4814285714285714,Low,10.235605106276356,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12488500,55.2,65.15714285714286,Low,279.3940058356053,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14107000,315.0,172.9047619047619,Low,309.4773905537867,High,0.9,True,
phi-3.5-mini-instruct,USGS-12431500,533.0,555.4285714285714,Low,266.07643168612685,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14107000,90.3,115.13809523809525,Low,309.4773905537867,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12467000,34.3,30.33333333333333,Low,46.87120300321422,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12448000,75.0,68.80952380952381,Low,424.7138682386691,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12442500,3550.0,2449.5238095238096,Medium,1966.7599058711344,High,0.9,True,
phi-3.5-mini-instruct,USGS-12457000,449.0,477.95238095238096,Low,2623.5994617046144,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12484500,2390.0,3000.4761904761904,Low,2404.9955726944195,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14013000,35.2,30.666666666666668,Low,139.96007401129722,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-14113000,1780.0,2418.095238095238,Low,1233.3436263976494,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12465000,12.9,14.942857142857145,Low,53.21281910789904,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13351000,41.9,30.80952380952381,Low,936.9136059387152,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12447383,0.82,7.33952380952381,Low,673.2079271093021,Low,0.95,True,
phi-3.5-mini-instruct,USGS-12465000,69.3,72.87142857142857,Low,53.21281910789904,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-14107000,616.0,846.0952380952381,Low,309.4773905537867,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12502500,53.0,105.47619047619048,Low,83.27659503307245,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452990,220.0,302.0952380952381,Low,464.545206702337,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13348000,3.56,4.403333333333333,Low,136.48781261754797,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12505450,19.8,18.77142857142857,Low,28.497420484692174,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12457000,3040.0,575.6666666666666,Medium,2623.5994617046144,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452500,1600.0,2183.809523809524,Low,1009.0855554321142,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12488500,236.0,378.9047619047619,Low,279.3940058356053,Low,0.85,True,
