Time,t+1h_classification,t+1h_confidence,t+1h_binary,actual_above_1h,t+6h_classification,t+6h_confidence,t+6h_binary,actual_above_6h,t+12h_classification,t+12h_confidence,t+12h_binary,actual_above_12h,t+24h_classification,t+24h_confidence,t+24h_binary,actual_above_24h,split
2025-02-10 18:00:00,below,0.68,0,0,below,0.61,0,0,below,0.55,0,0,below,0.48,0,0,Validate
2025-02-10 21:00:00,above,0.68,1,0,above,0.57,1,0,below,0.45,0,0,below,0.33,0,0,Validate
2025-02-10 22:00:00,above,0.68,1,0,above,0.57,1,0,above,0.5,1,0,above,0.4,1,0,Validate
2025-02-11 07:00:00,below,0.68,0,0,below,0.61,0,0,below,0.55,0,0,below,0.48,0,0,Validate
2025-02-11 09:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-11 15:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-12 01:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-12 05:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-12 06:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-12 10:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-12 12:00:00,below,0.68,0,0,below,0.62,0,0,below,0.56,0,0,below,0.5,0,0,Validate
2025-02-12 18:00:00,above,0.68,1,0,above,0.58,1,0,above,0.5,1,0,above,0.4,1,0,Validate
2025-02-12 22:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-13 05:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-13 14:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-13 15:00:00,above,0.68,1,0,above,0.55,1,0,below,0.45,0,0,below,0.38,0,0,Validate
2025-02-13 23:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-14 04:00:00,above,0.68,1,0,above,0.58,1,0,above,0.5,1,0,above,0.4,1,0,Validate
2025-02-14 17:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-14 19:00:00,above,0.68,1,0,above,0.58,1,0,above,0.5,1,0,above,0.4,1,0,Validate
2025-02-14 20:00:00,above,0.68,1,0,above,0.58,1,0,below,0.48,0,0,below,0.38,0,0,Validate
2025-02-15 00:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-15 01:00:00,above,0.68,1,0,above,0.58,1,0,below,0.45,0,0,below,0.35,0,0,Validate
2025-02-15 03:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-15 19:00:00,above,0.68,1,0,above,0.57,1,0,below,0.45,0,0,below,0.35,0,0,Validate
2025-02-15 20:00:00,above,0.68,1,0,above,0.58,1,0,above,0.51,1,0,above,0.43,1,0,Validate
2025-02-16 00:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-16 04:00:00,above,0.68,1,0,above,0.58,1,0,below,0.45,0,0,below,0.35,0,0,Validate
2025-02-16 05:00:00,above,0.68,1,0,above,0.58,1,0,above,0.5,1,0,above,0.4,1,0,Validate
2025-02-16 07:00:00,above,0.68,1,0,above,0.58,1,0,above,0.5,1,0,above,0.4,1,0,Validate
2025-02-16 08:00:00,below,0.96,0,0,below,0.94,0,0,below,0.92,0,0,below,0.9,0,0,Validate
2025-02-16 09:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-16 14:00:00,above,0.68,1,0,above,0.57,1,0,below,0.45,0,0,below,0.33,0,0,Validate
2025-02-17 18:00:00,above,0.68,1,0,above,0.55,1,0,below,0.45,0,0,below,0.38,0,0,Validate
2025-02-18 03:00:00,below,0.98,0,0,below,0.97,0,0,below,0.96,0,0,below,0.95,0,0,Validate
2025-02-18 06:00:00,above,0.68,1,0,above,0.58,1,0,above,0.5,1,0,above,0.4,1,0,Validate
2025-02-18 16:00:00,above,0.68,1,0,above,0.58,1,0,below,0.48,0,0,below,0.38,0,0,Validate
2025-02-18 21:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-19 16:00:00,above,0.68,1,0,above,0.58,1,0,below,0.48,0,0,below,0.38,0,0,Validate
2025-02-19 20:00:00,below,0.96,0,0,below,0.94,0,0,below,0.92,0,0,below,0.9,0,0,Validate
2025-02-19 22:00:00,above,0.68,1,0,above,0.57,1,0,below,0.45,0,0,below,0.35,0,0,Validate
2025-02-20 07:00:00,above,0.68,1,0,above,0.58,1,0,above,0.5,1,0,above,0.4,1,0,Validate
2025-02-20 08:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-20 14:00:00,above,0.78,1,0,above,0.68,1,0,above,0.61,1,0,above,0.55,1,0,Validate
2025-02-21 01:00:00,below,0.96,0,0,below,0.94,0,0,below,0.92,0,0,below,0.89,0,0,Validate
2025-02-21 02:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-21 06:00:00,above,0.78,1,0,above,0.66,1,0,above,0.57,1,0,above,0.5,1,0,Validate
2025-02-21 09:00:00,above,0.78,1,0,above,0.66,1,0,above,0.57,1,0,above,0.5,1,0,Validate
2025-02-21 10:00:00,above,0.78,1,0,above,0.66,1,0,above,0.57,1,0,above,0.5,1,0,Validate
2025-02-21 18:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-21 21:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-21 22:00:00,below,0.97,0,0,below,0.95,0,0,below,0.93,0,0,below,0.9,0,0,Validate
2025-02-21 23:00:00,above,0.68,1,0,above,0.55,1,0,below,0.45,0,0,below,0.38,0,0,Validate
2025-02-22 04:00:00,above,0.68,1,0,above,0.57,1,0,below,0.45,0,0,below,0.33,0,0,Validate
2025-02-22 07:00:00,above,0.78,1,0,above,0.68,1,0,above,0.61,1,0,above,0.55,1,0,Validate
2025-02-22 15:00:00,above,0.65,1,0,above,0.55,1,0,below,0.45,0,0,below,0.35,0,0,Validate
