region,year,extreme_type,ground_truth,llm_prediction,regression_prediction,llm_diff,regression_diff,llm_confidence,parse_ok,parse_error
N12,2020,c22,0.0,0.0,0.501711628053972,0.0,0.501711628053972,0.0,True,
N12,2020,c23,1.0,0.0,0.524189507267513,-1.0,-0.475810492732487,0.0,True,
N12,2020,c24,0.0,0.0,0.467770037633009,0.0,0.467770037633009,0.0,True,
N12,2020,c31,0.0,0.0,0.570218629826457,0.0,0.570218629826457,0.0,True,
N12,2020,c32,1.0,1.0,0.67440736269517,0.0,-0.32559263730483,0.0,True,
N12,2020,c33,0.0,0.0,0.5061989144202,0.0,0.5061989144202,0.0,True,
N12,2020,c34,0.0,0.0,0.231354964759109,0.0,0.231354964759109,0.0,True,
N12,2020,c41,0.0,0.0,1.35447957154032,0.0,1.35447957154032,0.0,True,
N12,2020,c42,1.0,0.0,0.553973079523521,-1.0,-0.44602692047647896,0.0,True,
N12,2020,c43,0.0,0.0,0.180318449347402,0.0,0.180318449347402,0.0,True,
N12,2020,c44,0.0,0.0,0.0198142306796013,0.0,0.0198142306796013,0.0,True,
N12,2021,c11,0.0,0.0,0.0559864682356634,0.0,0.0559864682356634,0.0,True,
N12,2021,c12,0.0,0.0,0.338802627883054,0.0,0.338802627883054,0.0,True,
N12,2021,c13,0.0,0.0,0.777540859033691,0.0,0.777540859033691,0.0,True,
N12,2021,c14,0.0,0.0,1.13439752968727,0.0,1.13439752968727,0.0,True,
N12,2021,c21,0.0,0.0,0.214167351107887,0.0,0.214167351107887,0.0,True,
N12,2021,c22,0.0,0.0,0.502199803902427,0.0,0.502199803902427,0.0,True,
N12,2021,c23,1.0,0.0,0.53411203672093,-1.0,-0.46588796327907,0.0,True,
N12,2021,c24,0.0,0.0,0.496218882546374,0.0,0.496218882546374,0.0,True,
N12,2021,c31,0.0,0.0,0.571359916737941,0.0,0.571359916737941,0.0,True,
N12,2021,c32,1.0,0.0,0.687400013089223,-1.0,-0.31259998691077695,0.0,True,
N12,2021,c33,2.0,0.0,0.517071812923986,-2.0,-1.482928187076014,0.0,True,
N12,2021,c34,0.0,0.0,0.238314925888139,0.0,0.238314925888139,0.0,True,
N12,2021,c41,0.0,0.0,1.35707283771193,0.0,1.35707283771193,0.0,True,
N12,2021,c42,1.0,0.0,0.565460619992923,-1.0,-0.43453938000707704,0.0,True,
N12,2021,c43,0.0,0.0,0.185032442294153,0.0,0.185032442294153,0.0,True,
N12,2021,c44,0.0,0.0,0.0211806267993005,0.0,0.0211806267993005,0.0,True,
N12,2022,c11,0.0,0.0,0.0529874266194146,0.0,0.0529874266194146,0.9,True,
N12,2022,c12,0.0,0.0,0.326214659132372,0.0,0.326214659132372,0.8,True,
N12,2022,c13,0.0,0.0,0.749523171546343,0.0,0.749523171546343,0.7,True,
N12,2022,c14,0.0,0.0,1.09543739564972,0.0,1.09543739564972,0.6,True,
N12,2022,c21,0.0,0.0,0.206307205359717,0.0,0.206307205359717,0.7,True,
N12,2022,c22,2.0,1.0,0.502688454756136,-1.0,-1.4973115452438641,0.5,True,
N12,2022,c23,3.0,1.0,0.544222392503163,-2.0,-2.455777607496837,0.4,True,
N12,2022,c24,0.0,1.0,0.526397929721089,1.0,0.526397929721089,0.3,True,
N12,2022,c31,0.0,0.0,0.572503487923817,0.0,0.572503487923817,0.5,True,
N12,2022,c32,1.0,1.0,0.700642970602682,0.0,-0.299357029397318,0.4,True,
N12,2022,c33,1.0,0.0,0.528178255828019,-1.0,-0.471821744171981,0.3,True,
N12,2022,c34,1.0,0.0,0.245484266828699,-1.0,-0.754515733171301,0.2,True,
N12,2022,c41,2.0,0.0,1.35967106891187,-2.0,-0.6403289310881299,0.4,True,
N12,2022,c42,1.0,0.0,0.577186373456627,-1.0,-0.42281362654337296,0.3,True,
N12,2022,c43,0.0,0.0,0.189869671269066,0.0,0.189869671269066,0.2,True,
N12,2022,c44,0.0,0.0,0.022641250062416,0.0,0.022641250062416,0.1,True,
N12,2023,c11,0.0,0.0,0.0501490354406631,0.0,0.0501490354406631,0.9,True,
N12,2023,c12,0.0,0.0,0.314094387336281,0.0,0.314094387336281,0.8,True,
N12,2023,c13,0.0,0.0,0.722515065488727,0.0,0.722515065488727,0.7,True,
N12,2023,c14,0.0,0.0,1.05781532168769,0.0,1.05781532168769,0.6,True,
N12,2023,c21,0.0,0.0,0.198735534446123,0.0,0.198735534446123,0.7,True,
N12,2023,c22,1.0,1.0,0.503177581077288,0.0,-0.49682241892271195,0.5,True,
N12,2023,c23,1.0,1.0,0.5545241300312,0.0,-0.44547586996879995,0.4,True,
N12,2023,c24,1.0,1.0,0.558412406623308,0.0,-0.44158759337669196,0.3,True,
N12,2023,c31,0.0,0.0,0.573649347956038,0.0,0.573649347956038,0.5,True,
N12,2023,c32,0.0,1.0,0.714141057473667,1.0,0.714141057473667,0.4,True,
N12,2023,c33,1.0,1.0,0.539523259548746,0.0,-0.460476740451254,0.3,True,
N12,2023,c34,0.0,0.0,0.25286928645296,0.0,0.25286928645296,0.2,True,
N12,2023,c41,0.0,1.0,1.3622742746461,1.0,1.3622742746461,0.6,True,
N12,2023,c42,0.0,1.0,0.589155279651803,1.0,0.589155279651803,0.5,True,
N12,2023,c43,0.0,0.0,0.194833357982231,0.0,0.194833357982231,0.4,True,
N12,2023,c44,0.0,0.0,0.0242025984049624,0.0,0.0242025984049624,0.3,True,
N12,2024,c11,0.0,0.0,0.0474626890958961,0.0,0.0474626890958961,0.9,True,
N12,2024,c12,0.0,0.0,0.302424435549725,0.0,0.302424435549725,0.8,True,
N12,2024,c13,0.0,0.0,0.696480161889034,0.0,0.696480161889034,0.7,True,
N12,2024,c14,0.0,0.0,1.02148535301147,0.0,1.02148535301147,0.6,True,
N12,2024,c21,0.0,0.0,0.191441751065946,0.0,0.191441751065946,0.7,True,
N12,2024,c22,2.0,1.0,0.503667183328523,-1.0,-1.4963328166714769,0.5,True,
N12,2024,c23,0.0,1.0,0.565020872023513,1.0,0.565020872023513,0.4,True,
N12,2024,c24,1.0,1.0,0.592373940444738,0.0,-0.407626059555262,0.3,True,
N12,2024,c31,1.0,0.0,0.574797501415708,-1.0,-0.42520249858429204,0.5,True,
N12,2024,c32,1.0,1.0,0.727899188842094,0.0,-0.27210081115790596,0.4,True,
N12,2024,c33,0.0,1.0,0.55111194825272,1.0,0.55111194825272,0.3,True,
N12,2024,c34,0.0,0.0,0.260476473125054,0.0,0.260476473125054,0.2,True,
N12,2024,c41,0.0,1.0,1.36488246443878,1.0,1.36488246443878,0.4,True,
N12,2024,c42,0.0,1.0,0.601372380749176,1.0,0.601372380749176,0.3,True,
N12,2024,c43,1.0,0.0,0.199926808367612,-1.0,-0.800073191632388,0.2,True,
N12,2024,c44,0.0,0.0,0.0258716178628425,0.0,0.0258716178628425,0.1,True,
N15,2019,c11,0.0,0.0,0.0607659459961851,0.0,0.0607659459961851,0.0,True,
N15,2019,c12,0.0,0.0,0.355295795503868,0.0,0.355295795503868,0.0,True,
N15,2019,c13,0.0,0.0,0.81349752609094,0.0,0.81349752609094,0.0,True,
N15,2019,c14,0.0,0.0,1.1827076193093,0.0,1.1827076193093,0.0,True,
N15,2019,c21,0.0,0.0,0.224381840999206,0.0,0.224381840999206,0.0,True,
N15,2019,c22,0.0,0.0,0.487291121100485,0.0,0.487291121100485,0.0,True,
N15,2019,c23,2.0,0.0,0.500150819924596,-2.0,-1.4998491800754041,0.0,True,
N15,2019,c24,1.0,0.0,0.428694802036326,-1.0,-0.5713051979636741,0.0,True,
N15,2019,c31,0.0,0.0,0.553260593730559,0.0,0.553260593730559,0.0,True,
N15,2019,c32,2.0,0.0,0.643267742181394,-2.0,-1.356732257818606,0.0,True,
N15,2019,c33,0.0,0.0,0.481779435852982,0.0,0.481779435852982,0.0,True,
N15,2019,c34,0.0,0.0,0.218354983126529,0.0,0.218354983126529,0.0,True,
N15,2019,c41,2.0,0.0,1.3143119731079,-2.0,-0.6856880268921,0.0,True,
N15,2019,c42,0.0,0.0,0.527632647367238,0.0,0.527632647367238,0.0,True,
N15,2019,c43,1.0,0.0,0.170839837780014,-1.0,-0.829160162219986,0.0,True,
N15,2019,c44,0.0,0.0,0.0180207277327005,0.0,0.0180207277327005,0.0,True,
N15,2020,c11,0.0,0.0,0.0575108808592632,0.0,0.0575108808592632,0.9,True,
N15,2020,c12,0.0,0.0,0.342095034934222,0.0,0.342095034934222,0.8,True,
N15,2020,c13,0.0,0.0,0.784184186228553,0.0,0.784184186228553,0.7,True,
N15,2020,c14,0.0,0.0,1.14208830714611,0.0,1.14208830714611,0.6,True,
N15,2020,c21,0.0,0.0,0.216146813744244,0.0,0.216146813744244,0.7,True,
N15,2020,c22,1.0,0.0,0.487765265495764,-1.0,-0.512234734504236,0.6,True,
N15,2020,c23,1.0,0.0,0.50961831435752,-1.0,-0.49038168564247997,0.5,True,
N15,2020,c24,2.0,0.0,0.45476716870609,-2.0,-1.54523283129391,0.4,True,
N15,2020,c31,0.0,0.0,0.554367939301602,0.0,0.554367939301602,0.5,True,
N15,2020,c32,0.0,1.0,0.655660478895498,1.0,0.655660478895498,0.4,True,
N15,2020,c33,2.0,0.0,0.492127816218912,-2.0,-1.507872183781088,0.3,True,
N15,2020,c34,0.0,0.0,0.224923859642635,0.0,0.224923859642635,0.2,True,
N15,2020,c41,0.0,0.0,1.316828335001,0.0,1.316828335001,0.3,True,
N15,2020,c42,0.0,0.0,0.538573975770456,0.0,0.538573975770456,0.2,True,
N15,2020,c43,0.0,0.0,0.175306035183738,0.0,0.175306035183738,0.1,True,
N15,2020,c44,0.0,0.0,0.0192634432762048,0.0,0.0192634432762048,0.1,True,
N15,2021,c11,0.0,0.0,0.0544301806379516,0.0,0.0544301806379516,0.9,True,
N15,2021,c12,0.0,0.0,0.329384739159887,0.0,0.329384739159887,0.8,True,
N15,2021,c13,0.0,0.0,0.755927114967273,0.0,0.755927114967273,0.7,True,
N15,2021,c14,0.0,0.0,1.10286403843549,0.0,1.10286403843549,0.6,True,
N15,2021,c21,0.0,0.0,0.208214019832176,0.0,0.208214019832176,0.7,True,
N15,2021,c22,0.0,1.0,0.4882398712434,1.0,0.4882398712434,0.6,True,
N15,2021,c23,3.0,0.0,0.519265021634383,-3.0,-2.480734978365617,0.5,True,
N15,2021,c24,0.0,1.0,0.482425204949018,1.0,0.482425204949018,0.5,True,
N15,2021,c31,0.0,0.0,0.555477501213782,0.0,0.555477501213782,0.5,True,
N15,2021,c32,1.0,1.0,0.668291965220681,0.0,-0.331708034779319,0.4,True,
N15,2021,c33,2.0,0.0,0.502698474598863,-2.0,-1.497301525401137,0.3,True,
N15,2021,c34,0.0,0.0,0.231690350786381,0.0,0.231690350786381,0.3,True,
N15,2021,c41,0.0,0.0,1.31934951468265,0.0,1.31934951468265,0.2,True,
N15,2021,c42,1.0,0.0,0.549742190564848,-1.0,-0.45025780943515203,0.2,True,
N15,2021,c43,0.0,0.0,0.179888990596064,0.0,0.179888990596064,0.2,True,
N15,2021,c44,0.0,0.0,0.0205918569083197,0.0,0.0205918569083197,0.2,True,
N15,2022,c11,0.0,0.0,0.0515145050817433,0.0,0.0515145050817433,0.9,True,
N15,2022,c12,0.0,0.0,0.317146685313011,0.0,0.317146685313011,0.8,True,
N15,2022,c13,0.0,0.0,0.728688251022956,0.0,0.728688251022956,0.7,True,
N15,2022,c14,0.0,0.0,1.06498690133129,0.0,1.06498690133129,0.6,True,
N15,2022,c21,0.0,0.0,0.200572367011486,0.0,0.200572367011486,0.7,True,
N15,2022,c22,1.0,1.0,0.4887149387923,0.0,-0.5112850612077,0.6,True,
N15,2022,c23,1.0,0.0,0.529094334125117,-1.0,-0.47090566587488303,0.5,True,
N15,2022,c24,1.0,1.0,0.511765348040142,0.0,-0.48823465195985805,0.5,True,
N15,2022,c31,1.0,0.0,0.556589283903085,-1.0,-0.44341071609691496,0.5,True,
N15,2022,c32,2.0,1.0,0.681166800736365,-1.0,-1.318833199263635,0.4,True,
N15,2022,c33,0.0,0.0,0.513496185412965,0.0,0.513496185412965,0.3,True,
N15,2022,c34,0.0,0.0,0.238660401492333,0.0,0.238660401492333,0.3,True,
N15,2022,c41,1.0,0.0,1.32187552137692,-1.0,0.32187552137692,0.2,True,
N15,2022,c42,3.0,0.0,0.561141996611891,-3.0,-2.438858003388109,0.2,True,
N15,2022,c43,0.0,0.0,0.184591756374812,0.0,0.184591756374812,0.2,True,
N15,2022,c44,0.0,0.0,0.0220118783985256,0.0,0.0220118783985256,0.2,True,
N15,2023,c11,0.0,0.0,0.0487550142717443,0.0,0.0487550142717443,0.95,True,
N15,2023,c12,0.0,0.0,0.305363327583329,0.0,0.305363327583329,0.95,True,
N15,2023,c13,0.0,0.0,0.702430904601012,0.0,0.702430904601012,0.95,True,
N15,2023,c14,0.0,0.0,1.02841062948809,0.0,1.02841062948809,0.95,True,
N15,2023,c21,0.0,0.0,0.193211170126851,0.0,0.193211170126851,0.95,True,
N15,2023,c22,0.0,0.0,0.489190468591804,0.0,0.489190468591804,0.95,True,
N15,2023,c23,0.0,0.0,0.539109708414769,0.0,0.539109708414769,0.95,True,
N15,2023,c24,0.0,0.0,0.542889900378081,0.0,0.542889900378081,0.95,True,
N15,2023,c31,1.0,0.0,0.557703291814373,-1.0,-0.44229670818562705,0.95,True,
N15,2023,c32,0.0,0.0,0.694289673634186,0.0,0.694289673634186,0.95,True,
N15,2023,c33,0.0,0.0,0.524525825633493,0.0,0.524525825633493,0.95,True,
N15,2023,c34,0.0,0.0,0.245840135539341,0.0,0.245840135539341,0.95,True,
N15,2023,c41,0.0,0.0,1.32440636432553,0.0,1.32440636432553,0.95,True,
N15,2023,c42,0.0,0.0,0.572778196336081,0.0,0.572778196336081,0.95,True,
N15,2023,c43,0.0,0.0,0.18941746467437,0.0,0.18941746467437,0.95,True,
N15,2023,c44,0.0,0.0,0.0235298250560257,0.0,0.0235298250560257,0.95,True,
N15,2024,c11,0.0,0.0,0.0461433418192815,0.0,0.0461433418192815,0.9,True,
N15,2024,c12,0.0,0.0,0.294017772062579,0.0,0.294017772062579,0.8,True,
N15,2024,c13,0.0,0.0,0.677119707976535,0.0,0.677119707976535,0.7,True,
N15,2024,c14,0.0,0.0,0.993090545547557,0.0,0.993090545547557,0.6,True,
N15,2024,c21,0.0,0.0,0.186120136178327,0.0,0.186120136178327,0.7,True,
N15,2024,c22,0.0,1.0,0.489666461091694,1.0,0.489666461091694,0.5,True,
N15,2024,c23,1.0,0.0,0.549314666519049,-1.0,-0.45068533348095097,0.4,True,
N15,2024,c24,0.0,1.0,0.575907386190213,1.0,0.575907386190213,0.3,True,
N15,2024,c31,0.0,0.0,0.558819529401407,0.0,0.558819529401407,0.5,True,
N15,2024,c32,2.0,1.0,0.707665362425127,-1.0,-1.292334637574873,0.4,True,
N15,2024,c33,0.0,0.0,0.535792376987638,0.0,0.535792376987638,0.3,True,
N15,2024,c34,0.0,0.0,0.253235860930802,0.0,0.253235860930802,0.2,True,
N15,2024,c41,0.0,0.0,1.3269420527879,0.0,1.3269420527879,0.4,True,
N15,2024,c42,0.0,0.0,0.584655691748062,0.0,0.584655691748062,0.3,True,
N15,2024,c43,0.0,0.0,0.194369329531781,0.0,0.194369329531781,0.2,True,
N15,2024,c44,0.0,0.0,0.0251524498338252,0.0,0.0251524498338252,0.1,True,
N17,2019,c11,0.0,0.0,0.0519499195685413,0.0,0.0519499195685413,0.9,True,
N17,2019,c12,0.0,0.0,0.303748879357949,0.0,0.303748879357949,0.8,True,
N17,2019,c13,0.0,0.0,0.695473926338362,0.0,0.695473926338362,0.7,True,
N17,2019,c14,0.0,0.0,1.01111839351726,0.0,1.01111839351726,0.6,True,
N17,2019,c21,0.0,0.0,0.19182814323802,0.0,0.19182814323802,0.7,True,
N17,2019,c22,0.0,0.0,0.416594099419168,0.0,0.416594099419168,0.6,True,
N17,2019,c23,0.0,1.0,0.427588091344023,1.0,0.427588091344023,0.5,True,
N17,2019,c24,3.0,0.0,0.366499033630399,-3.0,-2.633500966369601,0.4,True,
N17,2019,c31,1.0,0.0,0.472992609158926,-1.0,-0.527007390841074,0.5,True,
N17,2019,c32,1.0,0.0,0.549941367973743,-1.0,-0.45005863202625696,0.4,True,
N17,2019,c33,2.0,0.0,0.41188205880825,-2.0,-1.5881179411917499,0.3,True,
N17,2019,c34,0.0,0.0,0.186675672119472,0.0,0.186675672119472,0.2,True,
N17,2019,c41,1.0,1.0,1.12362936463152,0.0,0.12362936463152008,0.4,True,
N17,2019,c42,0.0,0.0,0.451082808686718,0.0,0.451082808686718,0.3,True,
N17,2019,c43,0.0,0.0,0.146054104585676,0.0,0.146054104585676,0.2,True,
N17,2019,c44,0.0,0.0,0.015406250012781,0.0,0.015406250012781,0.1,True,
N17,2020,c11,0.0,0.0,0.0491671047981752,0.0,0.0491671047981752,0.9,True,
N17,2020,c12,0.0,0.0,0.292463307503612,0.0,0.292463307503612,0.8,True,
N17,2020,c13,0.0,0.0,0.670413415501718,0.0,0.670413415501718,0.7,True,
N17,2020,c14,0.0,0.0,0.976392200001906,0.0,0.976392200001906,0.6,True,
N17,2020,c21,0.0,0.0,0.184787867693443,0.0,0.184787867693443,0.7,True,
N17,2020,c22,1.0,0.0,0.416999454142028,-1.0,-0.583000545857972,0.6,True,
N17,2020,c23,0.0,1.0,0.435682025639671,1.0,0.435682025639671,0.5,True,
N17,2020,c24,1.0,0.0,0.388788777157815,-1.0,-0.611211222842185,0.4,True,
N17,2020,c31,0.0,0.0,0.473939299157859,0.0,0.473939299157859,0.5,True,
N17,2020,c32,0.0,0.0,0.56053614544289,0.0,0.56053614544289,0.4,True,
N17,2020,c33,1.0,0.0,0.42072907861287,-1.0,-0.57927092138713,0.3,True,
N17,2020,c34,0.0,0.0,0.19229152489808,0.0,0.19229152489808,0.2,True,
N17,2020,c41,0.0,1.0,1.12578064847658,1.0,1.12578064847658,0.4,True,
N17,2020,c42,0.0,0.0,0.460436750622483,0.0,0.460436750622483,0.3,True,
N17,2020,c43,0.0,0.0,0.149872338501022,0.0,0.149872338501022,0.2,True,
N17,2020,c44,0.0,0.0,0.0164686702791531,0.0,0.0164686702791531,0.1,True,
N17,2021,c11,0.0,0.0,0.0465333577859593,0.0,0.0465333577859593,0.9,True,
N17,2021,c12,0.0,0.0,0.281597042980873,0.0,0.281597042980873,0.8,True,
N17,2021,c13,0.0,0.0,0.64625592802743,0.0,0.64625592802743,0.7,True,
N17,2021,c14,0.0,0.0,0.94285865467078,0.0,0.94285865467078,0.6,True,
N17,2021,c21,0.0,0.0,0.178005976966166,0.0,0.178005976966166,0.7,True,
N17,2021,c22,0.0,1.0,0.417405203283464,1.0,0.417405203283464,0.6,True,
N17,2021,c23,0.0,0.0,0.44392917227614,0.0,0.44392917227614,0.5,True,
N17,2021,c24,1.0,1.0,0.412434138629422,0.0,-0.587565861370578,0.5,True,
N17,2021,c31,0.0,0.0,0.4748878839474,0.0,0.4748878839474,0.6,True,
N17,2021,c32,0.0,0.0,0.571335034324922,0.0,0.571335034324922,0.5,True,
N17,2021,c33,1.0,0.0,0.429766127960534,-1.0,-0.570233872039466,0.4,True,
N17,2021,c34,0.0,0.0,0.198076322039244,0.0,0.198076322039244,0.3,True,
N17,2021,c41,1.0,1.0,1.12793605113727,0.0,0.12793605113727002,0.5,True,
N17,2021,c42,0.0,0.0,0.469984661887277,0.0,0.469984661887277,0.4,True,
N17,2021,c43,0.0,0.0,0.153790390975207,0.0,0.153790390975207,0.3,True,
N17,2021,c44,0.0,0.0,0.0176043554102043,0.0,0.0176043554102043,0.2,True,
N17,2022,c11,0.0,0.0,0.0440406933807595,0.0,0.0440406933807595,0.9,True,
N17,2022,c12,0.0,0.0,0.271134506726428,0.0,0.271134506726428,0.8,True,
N17,2022,c13,0.0,0.0,0.622968924626965,0.0,0.622968924626965,0.7,True,
N17,2022,c14,0.0,0.0,0.91047679680958,0.0,0.91047679680958,0.6,True,
N17,2022,c21,0.0,0.0,0.171472988087321,0.0,0.171472988087321,0.7,True,
N17,2022,c22,1.0,0.0,0.417811347227253,-1.0,-0.582188652772747,0.6,True,
N17,2022,c23,0.0,1.0,0.452332431452583,1.0,0.452332431452583,0.5,True,
N17,2022,c24,2.0,2.0,0.437517564036953,0.0,-1.562482435963047,0.4,True,
N17,2022,c31,1.0,0.0,0.475838367319955,-1.0,-0.524161632680045,0.5,True,
N17,2022,c32,2.0,0.0,0.582341966884485,-2.0,-1.417658033115515,0.4,True,
N17,2022,c33,1.0,0.0,0.438997288590407,-1.0,-0.561002711409593,0.3,True,
N17,2022,c34,0.0,0.0,0.204035145976348,0.0,0.204035145976348,0.2,True,
N17,2022,c41,1.0,1.0,1.13009558049941,0.0,0.13009558049940995,0.4,True,
N17,2022,c42,1.0,0.0,0.479730564753301,-1.0,-0.520269435246699,0.3,True,
N17,2022,c43,0.0,0.0,0.157810871524806,0.0,0.157810871524806,0.2,True,
N17,2022,c44,0.0,0.0,0.018818357776043,0.0,0.018818357776043,0.1,True,
N17,2023,c11,0.0,0.0,0.0416815541740964,0.0,0.0416815541740964,0.9,True,
N17,2023,c12,0.0,0.0,0.261060698505903,0.0,0.261060698505903,0.8,True,
N17,2023,c13,0.0,0.0,0.600521038523308,0.0,0.600521038523308,0.7,True,
N17,2023,c14,0.0,0.0,0.879207072472687,0.0,0.879207072472687,0.6,True,
N17,2023,c21,0.0,0.0,0.165179766122029,0.0,0.165179766122029,0.7,True,
N17,2023,c22,0.0,0.0,0.418217886357545,0.0,0.418217886357545,0.6,True,
N17,2023,c23,0.0,1.0,0.460894758266831,1.0,0.460894758266831,0.5,True,
N17,2023,c24,0.0,2.0,0.464126513573661,2.0,0.464126513573661,0.4,True,
N17,2023,c31,0.0,0.0,0.47679075307552,0.0,0.47679075307552,0.5,True,
N17,2023,c32,1.0,0.0,0.593560951142424,-1.0,-0.406439048857576,0.4,True,
N17,2023,c33,0.0,0.0,0.448426729915361,0.0,0.448426729915361,0.3,True,
N17,2023,c34,0.0,0.0,0.210173232040029,0.0,0.210173232040029,0.2,True,
N17,2023,c41,0.0,1.0,1.13225924446391,1.0,1.13225924446391,0.4,True,
N17,2023,c42,0.0,0.0,0.489678564901164,0.0,0.489678564901164,0.3,True,
N17,2023,c43,0.0,0.0,0.16193645788594,0.0,0.16193645788594,0.2,True,
N17,2023,c44,0.0,0.0,0.0201160781599471,0.0,0.0201160781599471,0.1,True,
N17,2024,c11,0.0,0.0,0.0394487875871442,0.0,0.0394487875871442,0.9,True,
N17,2024,c12,0.0,0.0,0.251361175407878,0.0,0.251361175407878,0.8,True,
N17,2024,c13,0.0,0.0,0.578882033201023,0.0,0.578882033201023,0.7,True,
N17,2024,c14,0.0,0.0,0.849011286168627,0.0,0.849011286168627,0.6,True,
N17,2024,c21,0.0,0.0,0.159117511396219,0.0,0.159117511396219,0.7,True,
N17,2024,c22,0.0,0.0,0.418624821058867,0.0,0.418624821058867,0.6,True,
N17,2024,c23,1.0,1.0,0.469619163754585,0.0,-0.530380836245415,0.5,True,
N17,2024,c24,1.0,2.0,0.492353766588094,1.0,-0.5076462334119061,0.4,True,
N17,2024,c31,0.0,0.0,0.477745045021693,0.0,0.477745045021693,0.5,True,
N17,2024,c32,0.0,0.0,0.604996072335252,0.0,0.604996072335252,0.4,True,
N17,2024,c33,0.0,0.0,0.458058710905164,0.0,0.458058710905164,0.3,True,
N17,2024,c34,0.0,0.0,0.21649597305786,0.0,0.21649597305786,0.2,True,
N17,2024,c41,1.0,1.0,1.13442705094683,0.0,0.13442705094682994,0.4,True,
N17,2024,c42,0.0,1.0,0.499832853149501,1.0,0.499832853149501,0.3,True,
N17,2024,c43,0.0,0.0,0.166169897797712,0.0,0.166169897797712,0.2,True,
N17,2024,c44,0.0,0.0,0.0215032897850553,0.0,0.0215032897850553,0.1,True,
N18,2019,c11,0.0,0.0,0.0517831919337511,0.0,0.0517831919337511,0.9,True,
N18,2019,c12,0.0,0.0,0.302774030260085,0.0,0.302774030260085,0.8,True,
N18,2019,c13,0.0,0.0,0.693241878170441,0.0,0.693241878170441,0.7,True,
N18,2019,c14,0.0,0.0,1.007873318652,0.0,1.007873318652,0.6,True,
N18,2019,c21,1.0,0.0,0.19121249160903,-1.0,-0.80878750839097,0.5,True,
N18,2019,c22,1.0,0.0,0.415257085821446,-1.0,-0.5847429141785541,0.4,True,
N18,2019,c23,1.0,1.0,0.426215793721114,0.0,-0.573784206278886,0.3,True,
N18,2019,c24,2.0,1.0,0.365322794715353,-1.0,-1.634677205284647,0.2,True,
N18,2019,c31,0.0,0.0,0.471474590658546,0.0,0.471474590658546,0.1,True,
N18,2019,c32,2.0,1.0,0.54817639077422,-1.0,-1.4518236092257801,0.0,True,
N18,2019,c33,1.0,0.0,0.410560167994021,-1.0,-0.589439832005979,0.0,True,
N18,2019,c34,0.0,0.0,0.18607655678794,0.0,0.18607655678794,0.0,True,
N18,2019,c41,2.0,1.0,1.12002319800216,-1.0,-0.87997680199784,0.0,True,
N18,2019,c42,0.0,0.0,0.449635107315638,0.0,0.449635107315638,0.0,True,
N18,2019,c43,0.0,0.0,0.145585359771224,0.0,0.145585359771224,0.0,True,
N18,2019,c44,0.0,0.0,0.0153568053236082,0.0,0.0153568053236082,0.0,True,
N18,2020,c11,0.0,0.0,0.0490093083056962,0.0,0.0490093083056962,0.0,True,
N18,2020,c12,0.0,0.0,0.291524678225107,0.0,0.291524678225107,0.0,True,
N18,2020,c13,0.0,0.0,0.668261796326433,0.0,0.668261796326433,0.0,True,
N18,2020,c14,0.0,0.0,0.973258575089954,0.0,0.973258575089954,0.0,True,
N18,2020,c21,0.0,0.0,0.184194811065553,0.0,0.184194811065553,0.0,True,
N18,2020,c22,0.0,0.0,0.415661139602269,0.0,0.415661139602269,0.0,True,
N18,2020,c23,0.0,0.0,0.43428375141213,0.0,0.43428375141213,0.0,True,
N18,2020,c24,3.0,0.0,0.387541001727423,-3.0,-2.6124589982725768,0.0,True,
N18,2020,c31,1.0,0.0,0.472418242358561,-1.0,-0.527581757641439,0.0,True,
N18,2020,c32,1.0,0.0,0.558737165453696,-1.0,-0.441262834546304,0.0,True,
N18,2020,c33,0.0,0.0,0.419378794247713,0.0,0.419378794247713,0.0,True,
N18,2020,c34,0.0,0.0,0.191674386095889,0.0,0.191674386095889,0.0,True,
N18,2020,c41,0.0,0.0,1.12216757753495,0.0,1.12216757753495,0.0,True,
N18,2020,c42,1.0,0.0,0.458959028788853,-1.0,-0.541040971211147,0.0,True,
N18,2020,c43,0.0,0.0,0.149391339478766,0.0,0.149391339478766,0.0,True,
N18,2020,c44,0.0,0.0,0.0164158158673159,0.0,0.0164158158673159,0.0,True,
N18,2021,c11,0.0,0.0,0.0463840140189827,0.0,0.0463840140189827,0.9,True,
N18,2021,c12,0.0,0.0,0.280693287800306,0.0,0.280693287800306,0.8,True,
N18,2021,c13,0.0,0.0,0.6441818396892,0.0,0.6441818396892,0.7,True,
N18,2021,c14,0.0,0.0,0.939832652037085,0.0,0.939832652037085,0.6,True,
N18,2021,c21,0.0,0.0,0.177434686081318,0.0,0.177434686081318,0.7,True,
N18,2021,c22,0.0,0.0,0.416065586535824,0.0,0.416065586535824,0.6,True,
N18,2021,c23,2.0,0.0,0.442504429725571,-2.0,-1.5574955702744289,0.5,True,
N18,2021,c24,2.0,0.0,0.411110475974859,-2.0,-1.588889524025141,0.4,True,
N18,2021,c31,0.0,0.0,0.473363782768059,0.0,0.473363782768059,0.5,True,
N18,2021,c32,0.0,0.0,0.569501396472604,0.0,0.569501396472604,0.4,True,
N18,2021,c33,0.0,0.0,0.428386840165232,0.0,0.428386840165232,0.3,True,
N18,2021,c34,0.0,0.0,0.197440617557777,0.0,0.197440617557777,0.2,True,
