,source_dataset,time_raw,time,net_flow,injection_pressure,tl_interval_pressure,tl_bottom_pressure,tn_interval_pressure,tn_bottom_pressure,tc_interval_pressure,tc_bottom_pressure,tu_interval_pressure,tu_bottom_pressure,ts_interval_pressure,ts_bottom_pressure,flag_duplicate_timestamp,flag_time_gap_gt_expected,tc_injecting,tc_producing,delta_P_delta_Q
542,ftes_1hour,1/2/2025 11:00,2025-01-02T11:00:00,0.658166547,0.634131476,-0.339252822,0.085759299,-0.413484402,-0.005266556,0.636245985,-0.099846414,0.135159289,-0.389314445,-0.403377608,-0.352879528,FALSE,FALSE,1,0,0.390097098
543,ftes_1hour,1/2/2025 12:00,2025-01-02T12:00:00,0.658327035,0.634354785,-0.339111652,0.085667431,-0.413466953,-0.005858341,0.63670942,-0.098349864,0.135838429,-0.389166187,-0.403374713,-0.352778911,FALSE,FALSE,1,0,0.049935946
544,ftes_1hour,1/2/2025 13:00,2025-01-02T13:00:00,0.658115029,0.635347192,-0.338848318,0.086055062,-0.413409416,-0.005812807,0.63749798,-0.099080102,0.135956167,-0.389362856,-0.403361999,-0.353400794,FALSE,FALSE,1,0,-0.170603143
545,ftes_1hour,1/2/2025 14:00,2025-01-02T14:00:00,0.657958554,0.636168666,-0.338799393,0.085651228,-0.413422626,-0.005215118,0.638505664,-0.09867813,0.136448654,-0.389030143,-0.403421273,-0.352654012,FALSE,FALSE,1,0,-0.191263958
546,ftes_1hour,1/2/2025 15:00,2025-01-02T15:00:00,0.658150604,0.637208606,-0.33873727,0.082072227,-0.413471725,-0.004797928,0.639422619,-0.098237848,0.136931393,-0.388765314,-0.403371251,-0.350826845,FALSE,FALSE,1,0,0.196061736
547,ftes_1hour,1/2/2025 16:00,2025-01-02T16:00:00,0.658058099,0.638001323,-0.338745085,0.081451724,-0.41342825,-0.005840269,0.640307448,-0.098485545,0.138149882,-0.388162523,-0.403398579,-0.351383552,FALSE,FALSE,1,0,-0.3118214
548,ftes_1hour,1/2/2025 17:00,2025-01-02T17:00:00,0.658275012,0.638400803,-0.338748858,0.079009086,-0.41337914,-0.00506676,0.64093334,-0.098794913,0.138926375,-0.388611244,-0.403432214,-0.352664297,FALSE,FALSE,1,0,0.066286823
549,ftes_1hour,1/2/2025 18:00,2025-01-02T18:00:00,0.658132113,0.63911349,-0.33895295,0.079135817,-0.413395252,-0.004562061,0.641541521,-0.098964052,0.13965394,-0.388311222,-0.403429377,-0.3532355,FALSE,FALSE,1,0,-0.181728382
550,ftes_1hour,1/2/2025 19:00,2025-01-02T19:00:00,0.658099592,0.638791142,-0.338912723,0.074816441,-0.41336571,-0.005934239,0.641178874,-0.098885043,0.14009452,-0.388241945,-0.403473228,-0.352706634,FALSE,FALSE,1,0,0.359380845
551,ftes_1hour,1/2/2025 20:00,2025-01-02T20:00:00,0.657923969,0.638870726,-0.338920614,0.072446079,-0.413389802,-0.006175407,0.641290981,-0.098449347,0.140565833,-0.38816401,-0.403480214,-0.352512549,FALSE,FALSE,1,0,-0.01705577
552,ftes_1hour,1/2/2025 21:00,2025-01-02T21:00:00,0.658197647,0.639912982,-0.338907548,0.073985458,-0.413287575,-0.00491199,0.642530602,-0.097015503,0.141046883,-0.388056026,-0.403437473,-0.352457708,FALSE,FALSE,1,0,0.137712655
553,ftes_1hour,1/2/2025 22:00,2025-01-02T22:00:00,0.658043693,0.640971003,-0.339255944,0.071850812,-0.413122608,-0.005478058,0.643311493,-0.09871779,0.141125958,-0.387497305,-0.403435987,-0.353273197,FALSE,FALSE,1,0,-0.250187439
554,ftes_1hour,1/2/2025 23:00,2025-01-02T23:00:00,0.658238371,0.641661956,-0.339406303,0.071201456,-0.412889293,-0.005816061,0.644017779,-0.098058055,0.141636192,-0.387788846,-0.403452371,-0.354534404,FALSE,FALSE,1,0,0.128301886
555,ftes_1hour,1/3/2025 0:00,2025-01-03T00:00:00,0.658824161,0.643530567,-0.339343928,0.069256211,-0.412707273,-0.008689913,0.645224114,-0.098580045,0.142492997,-0.387937371,-0.403513113,-0.357349692,FALSE,FALSE,1,0,0.115252295
556,ftes_1hour,1/3/2025 1:00,2025-01-03T01:00:00,0.657912987,0.643078458,-0.339380938,0.072419791,-0.412202586,-0.005926775,0.645455361,-0.097800572,0.142772765,-0.387266467,-0.403474867,-0.354111262,FALSE,FALSE,1,0,0.017422104
557,ftes_1hour,1/3/2025 2:00,2025-01-03T02:00:00,0.658379937,0.643397306,-0.339395662,0.072539554,-0.412128327,-0.005627957,0.645397115,-0.097314084,0.143500704,-0.387353408,-0.403414865,-0.354485727,FALSE,FALSE,1,0,0.024200833
558,ftes_1hour,1/3/2025 3:00,2025-01-03T03:00:00,0.657986574,0.644561526,-0.339373799,0.073467513,-0.412072831,-0.005832898,0.646691166,-0.098090996,0.144402168,-0.38732863,-0.403428905,-0.355090919,FALSE,FALSE,1,0,-0.108087071
559,ftes_1hour,1/3/2025 4:00,2025-01-03T04:00:00,0.658047582,0.645469161,-0.339227477,0.07457455,-0.412056328,-0.005558842,0.647435932,-0.09772029,0.144819263,-0.387671475,-0.403501696,-0.353199794,FALSE,FALSE,1,0,0.539720512
560,ftes_1hour,1/3/2025 5:00,2025-01-03T05:00:00,0.658428927,0.645202098,-0.339373414,0.074393258,-0.412086558,-0.004155386,0.647221003,-0.097506283,0.146260074,-0.387134674,-0.403476614,-0.353988311,FALSE,FALSE,1,0,-0.026032352
561,ftes_1hour,1/3/2025 6:00,2025-01-03T06:00:00,0.657942364,0.646871017,-0.339038679,0.073016719,-0.412177173,-0.004753838,0.649411966,-0.097970686,0.147583593,-0.38682131,-0.403491516,-0.355200658,FALSE,FALSE,1,0,-0.12516946
562,ftes_1hour,1/3/2025 7:00,2025-01-03T07:00:00,0.658245467,0.649402318,-0.339056536,0.072512618,-0.412456267,-0.004661853,0.651738812,-0.097569457,0.148631545,-0.386787791,-0.403505199,-0.354566821,FALSE,FALSE,1,0,0.302703616
563,ftes_1hour,1/3/2025 8:00,2025-01-03T08:00:00,0.657803003,0.650158476,-0.339032166,0.07434118,-0.412757533,-0.004521373,0.652191736,-0.098538808,0.150231309,-0.38714678,-0.403497966,-0.354551247,FALSE,FALSE,1,0,-0.062664534
564,ftes_1hour,1/3/2025 9:00,2025-01-03T09:00:00,0.658210798,0.649390837,-0.338984282,0.074073569,-0.412888915,-0.005041898,0.651704848,-0.096590738,0.151870834,-0.387190793,-0.403509294,-0.354868527,FALSE,FALSE,1,0,-0.06896352
565,ftes_1hour,1/3/2025 10:00,2025-01-03T10:00:00,0.658263605,0.650251992,-0.339020171,0.073759874,-0.413004278,-0.004791039,0.652456731,-0.09592785,0.152690405,-0.387082292,-0.403555056,-0.355069892,FALSE,FALSE,1,0,0.591663696
566,ftes_1hour,1/3/2025 11:00,2025-01-03T11:00:00,0.658023329,0.651793065,-0.338906867,0.072446849,-0.413056253,-0.004509051,0.65401389,-0.096863672,0.153875103,-0.387104192,-0.403490325,-0.355070239,FALSE,FALSE,1,0,-0.233533174
567,ftes_1hour,1/3/2025 12:00,2025-01-03T12:00:00,0.658326284,0.652523475,-0.338834102,0.071132852,-0.413199429,-0.005033421,0.654432071,-0.097043431,0.154695839,-0.38670161,-0.403550573,-0.354168183,FALSE,FALSE,1,0,0.086962831
568,ftes_1hour,1/3/2025 13:00,2025-01-03T13:00:00,0.657835124,0.652461168,-0.338832139,0.069751384,-0.41314883,-0.005229192,0.654471923,-0.096106414,0.154814462,-0.38630112,-0.403516556,-0.353387978,FALSE,FALSE,1,0,0.004008967
569,ftes_1hour,1/3/2025 14:00,2025-01-03T14:00:00,0.658266834,0.653216434,-0.338946378,0.070553531,-0.413198954,-0.004516664,0.654946313,-0.095444309,0.155084121,-0.386106824,-0.40354676,-0.353298198,FALSE,FALSE,1,0,0.062939173
570,ftes_1hour,1/3/2025 15:00,2025-01-03T15:00:00,0.658078802,0.655152528,-0.338973255,0.067408243,-0.413206103,-0.005710041,0.656974975,-0.094370768,0.155329599,-0.386304992,-0.403629921,-0.353212774,FALSE,FALSE,1,0,-0.37455053
571,ftes_1hour,1/3/2025 16:00,2025-01-03T16:00:00,0.658094316,0.659798818,-0.338953696,0.062196108,-0.413074968,-0.004240786,0.660843083,-0.095318218,0.156729828,-0.389301833,-0.403743435,-0.353401177,FALSE,FALSE,1,0,10.87626113
572,ftes_1hour,1/3/2025 17:00,2025-01-03T17:00:00,0.658085253,0.660448307,-0.339004544,0.057721836,-0.413110112,-0.003568914,0.661587207,-0.099410716,0.157145145,-0.389239948,-0.403764775,-0.353153986,FALSE,FALSE,1,0,-2.603081913
573,ftes_1hour,1/3/2025 18:00,2025-01-03T18:00:00,0.658256825,0.660382433,-0.338961268,0.054857798,-0.413145963,-0.004782009,0.661660293,-0.098945809,0.157323502,-0.388617969,-0.403817697,-0.353431238,FALSE,FALSE,1,0,-0.01454219
574,ftes_1hour,1/3/2025 19:00,2025-01-03T19:00:00,0.658087495,0.661045185,-0.338998968,0.052710734,-0.413179008,-0.006165724,0.662199165,-0.098014142,0.157384368,-0.388635858,-0.403876093,-0.353338553,FALSE,FALSE,1,0,-0.142744837
575,ftes_1hour,1/3/2025 20:00,2025-01-03T20:00:00,0.658081602,0.652409255,-0.338964708,0.05367595,-0.413229316,-0.002709446,0.653587123,-0.097906946,0.157678115,-0.388854049,-0.403927975,-0.354060291,FALSE,FALSE,1,0,53.22828786
576,ftes_1hour,1/3/2025 21:00,2025-01-03T21:00:00,0.65809633,0.655280709,-0.33897553,0.055623934,-0.413197423,-0.004992601,0.656463112,-0.098073517,0.159974937,-0.388653072,-0.403838903,-0.355137805,FALSE,FALSE,1,0,7.080504849
577,ftes_1hour,1/3/2025 22:00,2025-01-03T22:00:00,0.658321824,0.657187711,-0.339029037,0.058404597,-0.413180588,-0.00645692,0.658491636,-0.097937631,0.16294789,-0.388685796,-0.403798248,-0.354259873,FALSE,FALSE,1,0,0.306541722
578,ftes_1hour,1/3/2025 23:00,2025-01-03T23:00:00,0.657906362,0.659072198,-0.339069272,0.056804098,-0.413103388,-0.007186799,0.660412516,-0.098655077,0.166105218,-0.38868165,-0.403859713,-0.352897833,FALSE,FALSE,1,0,-0.165332314
579,ftes_1hour,1/4/2025 0:00,2025-01-04T00:00:00,0.661031777,0.660327388,-0.339069245,0.058455863,-0.413125564,-0.003522186,0.660748632,-0.09939532,0.168286517,-0.388875862,-0.403887258,-0.351108183,FALSE,FALSE,1,0,0.013987354
580,ftes_1hour,1/4/2025 1:00,2025-01-04T01:00:00,0.657952882,0.656799935,-0.339057662,0.054234487,-0.413101071,-0.007392915,0.657964851,-0.099578175,0.169677755,-0.389004141,-0.403841582,-0.353049809,FALSE,FALSE,1,0,0.041010844
581,ftes_1hour,1/4/2025 2:00,2025-01-04T02:00:00,0.658427982,0.658141713,-0.339314396,0.055764936,-0.413099519,-0.007181763,0.659070043,-0.099119357,0.171860893,-0.388737255,-0.403809127,-0.35337731,FALSE,FALSE,1,0,0.101971069
582,ftes_1hour,1/4/2025 3:00,2025-01-04T03:00:00,0.65786898,0.659778755,-0.339436078,0.054783631,-0.413124343,-0.007545212,0.660320246,-0.098102612,0.17511698,-0.38872334,-0.403812261,-0.353157064,FALSE,FALSE,1,0,-0.106955611
583,ftes_1hour,1/4/2025 4:00,2025-01-04T04:00:00,0.658198695,0.661377565,-0.339383632,0.055270327,-0.413071421,-0.006519287,0.662256528,-0.097143684,0.175546486,-0.388986155,-0.403792973,-0.353788681,FALSE,FALSE,1,0,0.175509814
584,ftes_1hour,1/4/2025 5:00,2025-01-04T05:00:00,0.65792037,0.663962367,-0.339281206,0.052950504,-0.413115401,-0.005404981,0.664779884,-0.098123896,0.177415262,-0.388789743,-0.403803651,-0.353911044,FALSE,FALSE,1,0,-0.337883006
585,ftes_1hour,1/4/2025 6:00,2025-01-04T06:00:00,0.658023859,0.6664405,-0.339509823,0.053641474,-0.413059744,-0.006229032,0.667116785,-0.097718202,0.178454207,-0.388760185,-0.403830887,-0.353639655,FALSE,FALSE,1,0,0.869069183
586,ftes_1hour,1/4/2025 7:00,2025-01-04T07:00:00,0.658134948,0.667196658,-0.339423599,0.054149126,-0.413065618,-0.006811192,0.667658926,-0.095990754,0.178801371,-0.388795115,-0.403861526,-0.353412266,FALSE,FALSE,1,0,0.246609189
587,ftes_1hour,1/4/2025 8:00,2025-01-04T08:00:00,0.658204625,0.669179621,-0.339246188,0.053586619,-0.413076904,-0.006597963,0.669546112,-0.097385317,0.179906393,-0.388572114,-0.403839142,-0.352388133,FALSE,FALSE,1,0,1.032998714
588,ftes_1hour,1/4/2025 9:00,2025-01-04T09:00:00,0.658188746,0.670464298,-0.339045994,0.048588178,-0.413117151,-0.00571147,0.670328687,-0.097296515,0.182793583,-0.388664771,-0.403842476,-0.354603937,FALSE,FALSE,1,0,-2.938954735
589,ftes_1hour,1/4/2025 10:00,2025-01-04T10:00:00,0.658218935,0.670048482,-0.338942673,0.048528382,-0.413090011,-0.006849094,0.670142643,-0.097950566,0.183918582,-0.3891389,-0.403835327,-0.354866197,FALSE,FALSE,1,0,-0.500841018
590,ftes_1hour,1/4/2025 11:00,2025-01-04T11:00:00,0.658110166,0.672414748,-0.339122564,0.048204408,-0.41307153,-0.008150325,0.672460682,-0.098214037,0.186012393,-0.389062906,-0.403854777,-0.354841619,FALSE,FALSE,1,0,-0.790700079
591,ftes_1hour,1/4/2025 12:00,2025-01-04T12:00:00,0.657815202,0.673942111,-0.339456302,0.048262845,-0.413109441,-0.007326774,0.673384695,-0.098419481,0.189078962,-0.388900925,-0.403917949,-0.355047477,FALSE,FALSE,1,0,-0.18865703
592,ftes_1hour,1/4/2025 13:00,2025-01-04T13:00:00,0.657942103,0.675014662,-0.339411818,0.048405182,-0.413039684,-0.007638802,0.674413568,-0.097839042,0.192094388,-0.388276284,-0.403916026,-0.353572862,FALSE,FALSE,1,0,0.3063555
593,ftes_1hour,1/4/2025 14:00,2025-01-04T14:00:00,0.658052011,0.674554889,-0.339280064,0.049000204,-0.413013817,-0.007123972,0.673670481,-0.097229779,0.194707696,-0.388607595,-0.403885929,-0.354637312,FALSE,FALSE,1,0,-0.152525793
594,ftes_1hour,1/4/2025 15:00,2025-01-04T15:00:00,0.657808026,0.673681342,-0.339155933,0.050090856,-0.413040827,-0.008231307,0.67361608,-0.096796873,0.197773216,-0.388883597,-0.403821025,-0.354770381,FALSE,FALSE,1,0,0.12943226
595,ftes_1hour,1/4/2025 16:00,2025-01-04T16:00:00,0.657947257,0.674296337,-0.339113432,0.048599331,-0.412997508,-0.0074027,0.673854499,-0.09725756,0.19978355,-0.388927226,-0.403913656,-0.352954895,FALSE,FALSE,1,0,0.159821967
596,ftes_1hour,1/4/2025 17:00,2025-01-04T17:00:00,0.658333154,0.674903416,-0.339037895,0.051872885,-0.413009771,-0.004603813,0.674391451,-0.096720183,0.202474742,-0.388719125,-0.403812927,-0.353256757,FALSE,FALSE,1,0,0.056535722
597,ftes_1hour,1/4/2025 18:00,2025-01-04T18:00:00,0.657911884,0.675948872,-0.339121517,0.049867367,-0.413031966,-0.005958168,0.675200242,-0.097018037,0.203910331,-0.388610525,-0.403886718,-0.353568317,FALSE,FALSE,1,0,-0.090727688
598,ftes_1hour,1/4/2025 19:00,2025-01-04T19:00:00,0.658107695,0.678042684,-0.339154841,0.050189109,-0.413079501,-0.005942639,0.676992587,-0.096937068,0.205925723,-0.388620365,-0.403910768,-0.353573505,FALSE,FALSE,1,0,0.387751718
599,ftes_1hour,1/4/2025 20:00,2025-01-04T20:00:00,0.658274783,0.678182012,-0.339090395,0.050323212,-0.413035144,-0.005682345,0.677615198,-0.097703473,0.208162293,-0.388852087,-0.403860349,-0.35304769,FALSE,FALSE,1,0,0.029685739
600,ftes_1hour,1/4/2025 21:00,2025-01-04T21:00:00,0.657999268,0.678679654,-0.339116647,0.050681166,-0.412991807,-0.006472021,0.67843561,-0.096542147,0.210288714,-0.388941509,-0.403786574,-0.355028855,FALSE,FALSE,1,0,-0.06619664
601,ftes_1hour,1/4/2025 22:00,2025-01-04T22:00:00,0.658237651,0.678965032,-0.339461369,0.050348582,-0.413024779,-0.005500446,0.678805755,-0.096700844,0.212456001,-0.388903436,-0.403722967,-0.354159149,FALSE,FALSE,1,0,0.042879372
602,ftes_1hour,1/4/2025 23:00,2025-01-04T23:00:00,0.658117039,0.678138653,-0.339414963,0.05256483,-0.412934282,-0.005275826,0.678284085,-0.097871279,0.213917485,-0.388359897,-0.403712628,-0.355000444,FALSE,FALSE,1,0,0.248235265
603,ftes_1hour,1/5/2025 0:00,2025-01-05T00:00:00,0.653546051,0.677201551,-0.339147123,0.052364568,-0.412992935,-0.008129,0.677683957,-0.097124919,0.214330152,-0.388797223,-0.403604666,-0.354236436,FALSE,FALSE,1,0,0.00684735
604,ftes_1hour,1/5/2025 1:00,2025-01-05T01:00:00,0.657756302,0.678923627,-0.339396607,0.050221714,-0.412964421,-0.005478985,0.678764657,-0.097632536,0.215282917,-0.388817378,-0.40375347,-0.354379709,FALSE,FALSE,1,0,0.014256537
605,ftes_1hour,1/5/2025 2:00,2025-01-05T02:00:00,0.658434976,0.681904729,-0.339418341,0.04896779,-0.412976292,-0.005789509,0.681417529,-0.097415404,0.216210279,-0.388706881,-0.403788215,-0.355184874,FALSE,FALSE,1,0,0.158929984
606,ftes_1hour,1/5/2025 3:00,2025-01-05T03:00:00,0.658214279,0.682266645,-0.339497941,0.047263419,-0.412970228,-0.00666513,0.682180806,-0.09706462,0.216370065,-0.388809784,-0.403739543,-0.355188409,FALSE,FALSE,1,0,-0.060155374
607,ftes_1hour,1/5/2025 4:00,2025-01-05T04:00:00,0.658196001,0.68214192,-0.339466198,0.048369296,-0.413000041,-0.005400038,0.682372829,-0.09908173,0.217134758,-0.3889616,-0.403706994,-0.354749087,FALSE,FALSE,1,0,0.247230174
608,ftes_1hour,1/5/2025 5:00,2025-01-05T05:00:00,0.658052834,0.681773538,-0.339385939,0.048013218,-0.412964314,-0.006877007,0.681131414,-0.097841174,0.217429283,-0.389195106,-0.40370242,-0.354758349,FALSE,FALSE,1,0,0.092851267
609,ftes_1hour,1/5/2025 6:00,2025-01-05T06:00:00,0.657966197,0.683083439,-0.339506618,0.047382926,-0.412983076,-0.005426714,0.682358727,-0.097323736,0.217769742,-0.389111391,-0.403798075,-0.354431945,FALSE,FALSE,1,0,-0.54970631
610,ftes_1hour,1/5/2025 7:00,2025-01-05T07:00:00,0.658157191,0.682869209,-0.339406007,0.049946003,-0.41295635,-0.005163891,0.682073952,-0.097302452,0.217204722,-0.38879804,-0.403886502,-0.354411886,FALSE,FALSE,1,0,-0.04133448
611,ftes_1hour,1/5/2025 8:00,2025-01-05T08:00:00,0.658019643,0.682627671,-0.3392458,0.049103256,-0.413019353,-0.006292193,0.681910646,-0.097898209,0.217767084,-0.389023396,-0.403811706,-0.354138104,FALSE,FALSE,1,0,0.063176943
612,ftes_1hour,1/5/2025 9:00,2025-01-05T09:00:00,0.658018125,0.683398096,-0.339338347,0.049014385,-0.413059323,-0.006789832,0.683060178,-0.097898849,0.219490002,-0.389026421,-0.403828656,-0.354374572,FALSE,FALSE,1,0,-18.43557508
613,ftes_1hour,1/5/2025 10:00,2025-01-05T10:00:00,0.658232632,0.684496219,-0.339427121,0.04978865,-0.412972833,-0.006421098,0.684105111,-0.097753335,0.219861517,-0.38886332,-0.403837054,-0.354487983,FALSE,FALSE,1,0,0.185324111
614,ftes_1hour,1/5/2025 11:00,2025-01-05T11:00:00,0.658059069,0.685451225,-0.339183634,0.048620367,-0.412933024,-0.003407643,0.685333925,-0.097163951,0.221502946,-0.38864919,-0.403806174,-0.3543842,FALSE,FALSE,1,0,-0.20043301
615,ftes_1hour,1/5/2025 12:00,2025-01-05T12:00:00,0.658247654,0.68536271,-0.33871569,0.045383135,-0.412858365,-0.003614199,0.684417187,-0.096731233,0.223416508,-0.388620816,-0.403804273,-0.353490672,FALSE,FALSE,1,0,-0.017644436
616,ftes_1hour,1/5/2025 13:00,2025-01-05T13:00:00,0.658280631,0.685271882,-0.338628065,0.047374029,-0.412869165,-0.004446334,0.684979389,-0.096878448,0.224385764,-0.388177534,-0.403851623,-0.353743238,FALSE,FALSE,1,0,-0.100628941
617,ftes_1hour,1/5/2025 14:00,2025-01-05T14:00:00,0.65798417,0.687701529,-0.338608425,0.049136215,-0.412860162,-0.004719938,0.686936593,-0.097720386,0.22517741,-0.388435029,-0.403790164,-0.352974305,FALSE,FALSE,1,0,-0.298242202
618,ftes_1hour,1/5/2025 15:00,2025-01-05T15:00:00,0.657917822,0.688013957,-0.338620614,0.049505592,-0.412832531,-0.005231457,0.688037298,-0.097084721,0.226984899,-0.388845414,-0.403860584,-0.354464892,FALSE,FALSE,1,0,-0.17161568
619,ftes_1hour,1/5/2025 16:00,2025-01-05T16:00:00,0.658232963,0.68577112,-0.338676738,0.048460138,-0.412793632,-0.004483877,0.68556398,-0.098653981,0.228914929,-0.388615059,-0.403895137,-0.35411472,FALSE,FALSE,1,0,-0.259070249
620,ftes_1hour,1/5/2025 17:00,2025-01-05T17:00:00,0.658076228,0.686555701,-0.338692106,0.048375736,-0.412821219,-0.005227612,0.686351518,-0.09877382,0.230736654,-0.388757423,-0.403815869,-0.353509738,FALSE,FALSE,1,0,-0.182397723
621,ftes_1hour,1/5/2025 18:00,2025-01-05T18:00:00,0.658110532,0.688431606,-0.338613642,0.048099677,-0.412827404,-0.003847597,0.688195319,-0.099296075,0.232491847,-0.388790448,-0.403886523,-0.353244694,FALSE,FALSE,1,0,1.98543888
622,ftes_1hour,1/5/2025 19:00,2025-01-05T19:00:00,0.658050204,0.690022941,-0.338593618,0.046688481,-0.412820478,-0.002742185,0.689269805,-0.100156897,0.234491012,-0.388730784,-0.403758082,-0.353473841,FALSE,FALSE,1,0,-0.958592486
623,ftes_1hour,1/5/2025 20:00,2025-01-05T20:00:00,0.658215468,0.690680972,-0.338595878,0.046571441,-0.412819825,-0.003747483,0.690336972,-0.099907567,0.235918253,-0.388723645,-0.40374073,-0.354236894,FALSE,FALSE,1,0,0.144008587
624,ftes_1hour,1/5/2025 21:00,2025-01-05T21:00:00,0.658183964,0.69042666,-0.338597466,0.048404065,-0.412839936,-0.005769185,0.690721669,-0.099275192,0.237662393,-0.388575191,-0.403781826,-0.353527159,FALSE,FALSE,1,0,0.292574401
625,ftes_1hour,1/5/2025 22:00,2025-01-05T22:00:00,0.657926126,0.689978936,-0.338728712,0.046483539,-0.412861126,-0.004842326,0.6909549,-0.098114335,0.238806823,-0.388504917,-0.403770499,-0.353920344,FALSE,FALSE,1,0,0.06246617
626,ftes_1hour,1/5/2025 23:00,2025-01-05T23:00:00,0.658214207,0.689011284,-0.338679394,0.046847247,-0.412828422,-0.006069041,0.688966855,-0.098786248,0.239426796,-0.388561691,-0.403741671,-0.353844274,FALSE,FALSE,1,0,-0.122588488
627,ftes_1hour,1/6/2025 0:00,2025-01-06T00:00:00,0.658222158,0.689089132,-0.338739478,0.046705849,-0.412818377,-0.005935875,0.688977935,-0.099107926,0.240127563,-0.38845457,-0.403750727,-0.353409347,FALSE,FALSE,1,0,0.355008394
628,ftes_1hour,1/6/2025 1:00,2025-01-06T01:00:00,0.658113328,0.691912227,-0.338684023,0.049603523,-0.412779021,-0.005608014,0.691170812,-0.099024434,0.241519216,-0.388592349,-0.403809917,-0.351950352,FALSE,FALSE,1,0,-0.942703285
629,ftes_1hour,1/6/2025 2:00,2025-01-06T02:00:00,0.658098736,0.691588409,-0.338500125,0.048126222,-0.412814173,-0.004894658,0.690966366,-0.099388653,0.242524887,-0.388680155,-0.403850863,-0.351267706,FALSE,FALSE,1,0,0.805327529
630,ftes_1hour,1/6/2025 3:00,2025-01-06T03:00:00,0.657956953,0.692445018,-0.33899958,0.048500423,-0.412722336,-0.004948519,0.69200761,-0.099155241,0.243579632,-0.388970149,-0.403750741,-0.352784949,FALSE,FALSE,1,0,-0.220019871
631,ftes_1hour,1/6/2025 4:00,2025-01-06T04:00:00,0.658317235,0.693833839,-0.33912818,0.047228373,-0.412796194,-0.004653488,0.693557437,-0.098614976,0.244858807,-0.388922887,-0.40378,-0.353996059,FALSE,FALSE,1,0,0.139400819
632,ftes_1hour,1/6/2025 5:00,2025-01-06T05:00:00,0.658224854,0.694507157,-0.339120325,0.047719785,-0.412805192,-0.005142449,0.694770636,-0.098642563,0.246044924,-0.388734568,-0.403825391,-0.353743183,FALSE,FALSE,1,0,-0.265302906
633,ftes_1hour,1/6/2025 6:00,2025-01-06T06:00:00,0.657877845,0.693135356,-0.339230796,0.04782708,-0.412783273,-0.004928855,0.693487718,-0.099805103,0.246216955,-0.388676158,-0.403842764,-0.354017159,FALSE,FALSE,1,0,0.142974432
634,ftes_1hour,1/6/2025 7:00,2025-01-06T07:00:00,0.658215179,0.694296998,-0.339125162,0.046449879,-0.412774275,-0.004965981,0.693647114,-0.099359234,0.246278692,-0.388441725,-0.403866165,-0.353850932,FALSE,FALSE,1,0,0.124466265
635,ftes_1hour,1/6/2025 8:00,2025-01-06T08:00:00,0.658075879,0.696562776,-0.33910679,0.046244774,-0.412754065,-0.006101832,0.69645565,-0.100035507,0.246190539,-0.388200008,-0.403766997,-0.354679821,FALSE,FALSE,1,0,-0.591327468
636,ftes_1hour,1/6/2025 9:00,2025-01-06T09:00:00,0.65840396,0.697167635,-0.339092466,0.044602166,-0.412820375,-0.00585919,0.697156439,-0.099354887,0.24656836,-0.388217117,-0.403701348,-0.354086681,FALSE,FALSE,1,0,0.066358531
637,ftes_1hour,1/6/2025 10:00,2025-01-06T10:00:00,0.657974774,0.696766476,-0.339096043,0.045870041,-0.412833782,-0.00608366,0.6966679,-0.099619555,0.246585819,-0.387607556,-0.403769451,-0.353322714,FALSE,FALSE,1,0,0.033348091
638,ftes_1hour,1/6/2025 11:00,2025-01-06T11:00:00,0.657928733,0.69672453,-0.339145194,0.046663187,-0.41286137,-0.006205143,0.696213152,-0.099230462,0.247533357,-0.387729616,-0.403794493,-0.353000219,FALSE,FALSE,1,0,0.032489495
639,ftes_1hour,1/6/2025 12:00,2025-01-06T12:00:00,0.658395709,0.696090249,-0.339086171,0.044576686,-0.412851311,-0.007067157,0.695233556,-0.098578675,0.248040421,-0.387937053,-0.40375593,-0.352537898,FALSE,FALSE,1,0,-0.049927989
640,ftes_1hour,1/6/2025 13:00,2025-01-06T13:00:00,0.658073635,0.697190606,-0.339261062,0.043721418,-0.412779222,-0.008598468,0.69628687,-0.099540589,0.24843548,-0.387820455,-0.403788618,-0.35209782,FALSE,FALSE,1,0,-0.124677612
641,ftes_1hour,1/6/2025 14:00,2025-01-06T14:00:00,0.65793593,0.698814276,-0.339266441,0.043322363,-0.412791282,-0.012172316,0.697923289,-0.099699591,0.248191129,-0.388344921,-0.403802696,-0.352623522,FALSE,FALSE,1,0,-0.428821709
642,ftes_1hour,1/6/2025 15:00,2025-01-06T15:00:00,0.658052748,0.699783344,-0.339355056,0.044061313,-0.412807434,-0.014763734,0.699339146,-0.099472406,0.248926939,-0.388373906,-0.403733548,-0.352462029,FALSE,FALSE,1,0,0.300680286
643,ftes_1hour,1/6/2025 16:00,2025-01-06T16:00:00,0.658193768,0.700017425,-0.339286046,0.044195981,-0.412778136,-0.016895057,0.700281697,-0.099604697,0.249453453,-0.388654592,-0.403728752,-0.352518299,FALSE,FALSE,1,0,0.059686575
644,ftes_1hour,1/6/2025 17:00,2025-01-06T17:00:00,0.658164553,0.700807335,-0.339205481,0.044260431,-0.412699656,-0.018005153,0.701150141,-0.099900222,0.249188006,-0.388319728,-0.403757226,-0.351295406,FALSE,FALSE,1,0,-0.982585384
